Title,Type,Genres,Release Year,IMDB Average Rating,Available Countries
The Asian Angel,movie,"Drama, Romance",2021,5.9,JP
Robots,movie,"Comedy, Romance, Sci-Fi",2023,5.5,US
The Transfer Student,movie,Short,2015,7.3,JP
Startup Girls,movie,"Comedy, Drama",2019,6.1,JP
"Kiss Him, Not Me",movie,"Comedy, Music, Romance",2020,5.8,JP
The Woman King,movie,"Action, Drama, History",2022,6.9,US
The Cursed,movie,"Horror, Thriller",2021,5.9,JP
Death Ranch,movie,"Horror, Thriller",2020,4.7,JP
Would You Rather...,movie,,2013,,JP
Knights of Sidonia: Love Woven in the Stars,movie,"Action, Animation, Sci-Fi",2021,6.9,JP
City Hall,movie,Documentary,2020,7.4,JP
The Ape Star,movie,"Animation, Family",2021,5.7,US
Beans,movie,Drama,2020,6.9,US
Rise - Dharuriser,movie,"Action, Drama, Family",2019,,JP
Aria the Crepuscolo,movie,Animation,2021,7.2,JP
Hold Me Back,movie,"Comedy, Drama, Romance",2020,6.5,JP
Gift of Fire,movie,Drama,2020,6.3,JP
Soirée,movie,Drama,2020,8.4,JP
A Woman's Life,movie,Drama,1955,,JP
High & Low: The Worst,movie,Action,2019,6.7,JP
Greg Warren: Where the Field Corn Grows,movie,Comedy,2020,6.9,US
I Am Greta,movie,"Biography, Documentary",2020,7.5,US
Nowhere Special,movie,Drama,2020,7.4,JP
108: Revenge and Adventure of Goro Kaiba,movie,"Comedy, Drama",2019,6.3,JP
The Last Son,movie,"Drama, Thriller, Western",2021,4.8,US
Torn,movie,Documentary,2021,7.5,US
Your Eyes Tell,movie,"Drama, Romance",2020,7.3,JP
The Reef: Stalked,movie,"Adventure, Horror, Thriller",2022,4.2,"JP, US"
Some Like It Rare,movie,"Comedy, Horror",2021,6.6,JP
Miracle: Letters to the President,movie,Drama,2021,7.3,JP
Runway,movie,Drama,2020,6.3,JP
A Morning of Farewell,movie,Family,2021,5.6,JP
Jodi Arias: Cellmate Secrets,movie,,2020,,US
Hell Teacher Nube: At 0 a.m. Nube Dies!!,movie,"Action, Animation, Fantasy",1997,6.0,JP
Toxic,movie,Drama,2022,6.5,JP
The Paper Tigers,movie,"Action, Comedy",2020,6.3,JP
Tears of the Idols,movie,Documentary,2015,6.8,JP
The Legacy of Dr. Death: Black File,movie,"Mystery, Thriller",2020,5.3,JP
Mita Dances,movie,Drama,2020,,JP
Restart After Come Back Home,movie,"Drama, Romance",2020,7.2,JP
My Missing Valentine,movie,"Comedy, Drama, Fantasy",2020,7.2,JP
School Meals Time Final Battle,movie,Comedy,2020,6.4,JP
The Movie of Survival: Human body and Deep sea,movie,"Adventure, Animation, Sci-Fi",2020,,JP
The Fable: The Killer Who Doesn't Kill,movie,"Action, Comedy, Mystery",2021,6.8,JP
Hoshi no ko,movie,Family,2020,6.1,JP
Gamera 1999,movie,Documentary,1999,5.8,JP
Wish,movie,"Crime, Drama",2020,6.3,JP
First Love,movie,Mystery,2021,6.1,JP
DONG TENG TOWN,movie,"Drama, Music",2020,,JP
Family Bond,movie,Drama,2020,6.5,JP
Hotel Royal,movie,Family,2020,5.6,JP
Incredible But True,movie,"Comedy, Drama, Fantasy",2022,6.4,JP
Not Going Quietly,movie,Documentary,2021,7.9,US
Nothing Serious,movie,"Comedy, Drama, Romance",2021,6.5,JP
Broker,movie,"Comedy, Crime, Drama",2022,7.1,US
Stray Dogz 9,movie,"Action, Crime, Drama",2018,5.2,JP
FLCL Alternative,movie,"Action, Animation, Comedy",2018,5.8,JP
Copshop,movie,"Action, Thriller",2021,6.2,JP
Mother's Trees,movie,"Drama, War",2015,5.5,JP
"Farewell, My Dear Cramer: First Touch",movie,Animation,2021,6.9,JP
Mother/Android,movie,"Drama, Sci-Fi, Thriller",2021,4.9,US
Daughters,movie,Drama,2020,6.5,JP
Enys Men,movie,"Fantasy, Horror, Mystery",2022,5.6,US
Closet,movie,Drama,2020,,JP
Sing a Bit of Harmony,movie,"Animation, Drama, Music",2021,7.0,JP
Totally Under Control,movie,Documentary,2020,7.6,US
Cyst,movie,"Comedy, Horror, Sci-Fi",2020,4.4,JP
"The Past is Always New, the Future is Always Nostalgic: Photographer Daido Moriyama",movie,"Biography, Documentary",2019,7.4,JP
All the Things We Never Said,movie,Drama,2020,5.6,JP
Amazing-man: The First Holy Demon War,movie,Animation,1988,,JP
Warm Hug,movie,Comedy,2020,5.3,JP
Plan B,movie,Comedy,2021,6.7,US
Serve the People,movie,"Drama, Romance",2022,6.3,JP
Don't Look Back,movie,"Horror, Mystery, Thriller",2020,4.0,JP
Kiba: The Fangs of Fiction,movie,Drama,2020,6.4,JP
Uta Monogatari: Cinema Fighters Project,movie,Drama,2018,4.8,JP
The Last Rite,movie,Horror,2021,3.6,US
Merry Liddle Christmas Wedding,movie,"Drama, Romance",2020,6.0,US
The Medium,movie,"Drama, Horror, Mystery",2021,6.5,JP
Christmas in Evergreen: Bells Are Ringing,movie,"Drama, Romance",2020,5.8,US
"Paris, 13th District",movie,"Comedy, Drama, Romance",2021,7.0,"JP, US"
Superwho?,movie,"Action, Comedy",2021,6.2,JP
Wonderful Paradise,movie,"Comedy, Fantasy",2020,5.9,JP
A Garden of Camellias,movie,Family,2021,6.2,JP
One Way,movie,"Action, Thriller",2022,4.1,US
Kimiha eienni soitsurayori wakai,movie,"Drama, Romance",2021,7.3,JP
The Big Scary 'S' Word,movie,Documentary,2020,6.8,US
Olga,movie,"Drama, Sport",2021,6.8,JP
Knuckledust,movie,"Action, Thriller",2020,4.8,JP
The Beta Test,movie,"Comedy, Drama, Mystery",2021,6.1,US
Riverside Mukolitta,movie,"Drama, Family",2021,6.9,JP
Freakscene: The Story of Dinosaur Jr.,movie,"Documentary, Music",2021,6.8,JP
Lewis Black: Thanks for Risking Your Life,movie,Comedy,2020,6.1,US
Kamata Prelude,movie,"Comedy, Drama",2020,5.6,JP
Umma,movie,"Drama, Horror, Mystery",2022,4.7,US
It's a Flickering Life,movie,Drama,2021,6.6,JP
Maigret,movie,"Crime, Drama, Mystery",2022,5.9,JP
Tomb of the River,movie,"Action, Crime",2021,5.8,JP
How To Identify The Right Bus,movie,,2019,,JP
Origin,movie,"Drama, History",2023,7.2,US
Farewell: Comedy of Life Begins with a Lie,movie,Comedy,2020,5.3,JP
An Evening with Tim Heidecker,movie,Comedy,2020,7.4,US
Eigaban Futari ecchi: daburu rabu,movie,Comedy,2019,,JP
"Boku wa boku, kujira wa kujira de, oyoide iru.",movie,Drama,2018,,JP
Last Journey of Paul W.R.,movie,"Adventure, Drama, Sci-Fi",2020,5.1,US
Son,movie,"Horror, Thriller",2021,5.6,JP
Angry Rice Wives,movie,"Drama, History",2021,5.1,JP
The first Gentleman,movie,Comedy,2021,5.3,JP
Delia's Gone,movie,"Adventure, Crime, Drama",2022,5.0,US
Extraneous Matter,movie,"Fantasy, Horror",2020,,JP
Venicephrenia,movie,Horror,2021,5.2,JP
Kamen Rider Zero-One: Real×Time,movie,"Action, Sci-Fi",2020,7.3,JP
正義だ！味方だ！全員集合！！,movie,,1975,,JP
Let the Wrong One In,movie,"Action, Comedy, Horror",2021,5.5,JP
"Good Luck to You, Leo Grande",movie,"Comedy, Drama",2022,7.2,US
A Cops and Robbers Story,movie,Documentary,2020,7.4,US
Dancing in Her Dreams,movie,Drama,2020,6.8,JP
Why You Can't Be Prime Minister,movie,Documentary,2020,7.6,JP
Andâdoggu: Zenpen,movie,Sport,2020,6.8,JP
The Cursed Lesson,movie,"Horror, Mystery, Thriller",2020,4.7,JP
Living,movie,Drama,2022,7.2,US
X,movie,"Horror, Mystery, Thriller",2022,6.5,JP
The Lair,movie,"Action, Horror, Sci-Fi",2022,4.6,US
Ondine,movie,"Drama, Short",2019,5.9,JP
The Devil Below,movie,"Horror, Mystery, Thriller",2021,4.3,JP
Gold,movie,"Action, Adventure, Thriller",2022,5.4,"JP, US"
The Tokyo Wind Orchestra,movie,Drama,2016,5.2,JP
Silver Spoon: The furious One,movie,"Action, Comedy, Crime",2021,5.2,JP
On the Street,movie,"Comedy, Music, Romance",2019,7.2,JP
The Lost Girls,movie,"Drama, Fantasy",2022,2.8,US
Joyride,movie,"Comedy, Drama",2022,6.2,US
Manifest West,movie,"Drama, Thriller",2022,5.0,US
Dangerous,movie,"Action, Thriller",2021,5.2,JP
Felix and the Hidden Treasure,movie,"Adventure, Animation, Family",2021,5.4,US
Tailor,movie,"Comedy, Drama",2020,6.4,JP
The Desperate Hour,movie,Thriller,2021,4.9,"JP, US"
69: The Saga of Danny Hernandez,movie,"Documentary, Music",2020,5.7,US
Linoleum,movie,"Drama, Sci-Fi",2022,6.5,US
A Taste of Hunger,movie,"Drama, Romance",2021,6.3,US
Old Man,movie,Thriller,2022,4.9,"JP, US"
Hostile Territory,movie,"Drama, History, Western",2022,4.9,US
See How They Run,movie,"Comedy, Crime, Mystery",2022,6.5,US
Prey,movie,"Action, Adventure, Horror",2022,7.1,US
Parallel Mothers,movie,Drama,2021,7.1,JP
American Siege,movie,"Action, Thriller",2021,3.4,US
Welcome to Japan,movie,Action,2019,,JP
Tesla,movie,Drama,2020,,JP
The Perilous Internet Ring,movie,Horror,2020,3.6,JP
Missing,movie,"Drama, Mystery, Thriller",2023,7.1,US
Dogtanian and the Three Muskehounds,movie,"Animation, Family, Romance",2021,5.2,US
My Hero Academia: World Heroes' Mission,movie,"Action, Adventure, Animation",2021,7.1,JP
Both Sides of the Blade,movie,"Drama, Romance, Thriller",2022,6.1,US
Mato mo janai no wa kimi mo issho,movie,"Comedy, Drama, Romance",2021,6.6,JP
Handling Method for Grumpy Women,movie,Comedy,2019,6.9,JP
You Are Not My Mother,movie,"Drama, Horror",2021,5.8,US
The Inhabitant,movie,"Horror, Thriller",2022,4.4,US
Super Juvenile Detective Team NEO Beginning,movie,Mystery,2019,,JP
Natsume's Book of Friends: The Waking Rock and the Strange Visitor,movie,Animation,2021,7.2,JP
Becoming Cousteau,movie,"Adventure, Biography, Documentary",2021,7.1,US
CODA,movie,"Comedy, Drama, Music",2021,8.0,JP
On the Count of Three,movie,"Comedy, Crime, Drama",2021,7.0,US
Ailey,movie,"Biography, Documentary, History",2021,6.8,US
Homeroom,movie,Documentary,2021,5.7,US
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",movie,"Documentary, History, Music",2021,8.0,US
Try Harder!,movie,Documentary,2021,7.2,US
President,movie,Documentary,2021,7.7,US
First Date,movie,"Comedy, Crime, Mystery",2021,5.4,JP
The Sadness,movie,Horror,2021,6.5,JP
The Ultimate Playlist of Noise,movie,"Comedy, Drama, Music",2021,6.6,US
9 Bullets,movie,"Action, Crime, Thriller",2022,4.1,US
Sexual Drive,movie,"Comedy, Drama",2021,5.6,JP
Grisaia: Phantom Trigger the Animation - Stargazer,movie,"Animation, Action",2020,,JP
The Battle at Lake Changjin,movie,"Action, Drama, History",2021,5.5,JP
Gura Gura,movie,Romance,2019,,JP
Itakunai Shinikata,movie,Drama,2020,6.7,JP
Men,movie,"Drama, Fantasy, Horror",2022,6.0,JP
Anaïs in Love,movie,"Comedy, Drama, Romance",2021,6.4,US
Playmobil: Die Rettung der Dinosaurier,movie,"Animation, Family",2019,,JP
All My Puny Sorrows,movie,Drama,2021,6.1,US
Jinrou Gêmu: Desugêmu no uneinin,movie,Mystery,2020,6.2,JP
Nocebo,movie,"Horror, Thriller",2022,5.8,US
The Night Belongs to Lovers,movie,"Drama, Romance",2021,5.6,JP
A Way Station,movie,"Drama, Romance",2021,6.6,JP
Kamen Rider 555: Paradise Lost,movie,"Action, Drama, Fantasy",2003,7.3,JP
Shiori no Inmu,movie,Horror,2019,3.3,JP
Montana Story,movie,Drama,2021,6.5,US
The Whale,movie,Drama,2022,7.6,JP
Captains of Za'atari,movie,"Documentary, Sport",2021,6.8,US
We Love Television?,movie,Documentary,2017,5.9,JP
Kamen Rider Den-O: Pretty Den-O Appears!,movie,"Action, Comedy, Fantasy",2020,7.4,JP
Sad Whistling,movie,Drama,1949,6.4,JP
Tentacles,movie,"Drama, Fantasy, Horror",2021,5.1,US
Four Cousins & a Christmas,movie,"Comedy, Drama",2021,2.8,US
The Origin of Evil,movie,"Drama, Thriller",2022,6.6,US
Izu no odoriko,movie,"Drama, Romance",1954,6.4,JP
Quiz Lady,movie,Comedy,2023,6.7,US
The Almond and the Seahorse,movie,Drama,2022,5.4,US
Burn It All,movie,Thriller,2021,4.0,JP
HoneyWorks 10th Anniversary “LIP×LIP FILM×LIVE”,movie,Animation,2020,,JP
Last Survivors,movie,"Crime, Thriller",2021,4.9,US
Ballet Dragon Quest ~ Star Dancers Ballet,movie,Musical,2002,,JP
Kikai Sentai Zenkaiger: The Movie,movie,"Action, Short",2021,6.4,JP
Sanak,movie,"Action, Thriller",2021,6.6,US
Kyofu shinbun,movie,Horror,1996,,JP
Bad Luck Banging or Loony Porn,movie,"Comedy, Drama",2021,6.5,"JP, US"
Dark Web: Cicada 3301,movie,"Action, Comedy, Thriller",2021,5.0,JP
Stop and Go,movie,Comedy,2021,6.1,US
Suicide Forest Village,movie,"Drama, Horror, Mystery",2021,5.2,JP
Cube,movie,"Horror, Mystery, Sci-Fi",2021,4.5,JP
Love Live! Nijigasaki High School Idol Club First Live with You!,movie,Music,2019,,JP
Remain in Twilight,movie,"Comedy, Drama, Fantasy",2021,5.9,JP
Rubikon,movie,"Drama, Sci-Fi, Thriller",2022,5.0,"JP, US"
Happening,movie,Drama,2021,7.4,US
"Riotsville, U.S.A.",movie,"Documentary, History",2022,6.7,US
In Those Days,movie,Drama,2021,6.2,JP
Tomorrow's Dinner Table,movie,Drama,2021,5.6,JP
In the Wake,movie,Crime,2021,6.5,JP
Blood Moon,movie,"Drama, Fantasy, Horror",2021,5.8,US
Charli XCX: Alone Together,movie,"Documentary, Drama, Music",2021,6.2,US
The Feast,movie,"Drama, Horror, Mystery",2021,5.6,US
WeWork: or The Making and Breaking of a $47 Billion Unicorn,movie,Documentary,2021,6.6,US
Night Raiders,movie,"Action, Sci-Fi, Thriller",2021,5.3,US
Knights of Valour,movie,"Action, History, War",2021,5.1,JP
I'm Your Man,movie,"Comedy, Drama, Romance",2021,7.0,US
What Do We See When We Look at the Sky?,movie,"Comedy, Drama, Romance",2021,6.8,JP
Kid 90,movie,"Biography, Documentary, History",2021,6.8,US
The Making of One Missed Call: Final,movie,"Horror, Documentary",2006,,JP
The Three Musketeers - Part I: D'Artagnan,movie,"Action, Adventure, History",2023,6.7,US
Wadaiko Girls,movie,Family,2021,5.7,JP
Itomichi,movie,Drama,2021,6.7,JP
Death Saved My Life,movie,"Drama, Horror, Thriller",2021,5.9,US
Another Battle/Conspiracy,movie,Action,2002,6.5,JP
Nitram,movie,"Crime, Drama, Thriller",2021,7.1,JP
Doors,movie,Sci-Fi,2021,3.6,JP
The Marsh King's Daughter,movie,"Crime, Drama, Mystery",2023,5.9,US
BanG Dream! Episode of Roselia I: Promise,movie,"Animation, Drama, Music",2021,8.0,JP
The Pledge to Megumi,movie,Drama,2021,,JP
Yamikin Queen,movie,Drama,2020,,JP
Maggie Moore(s),movie,"Comedy, Crime, Mystery",2023,6.2,US
Fishmans,movie,Documentary,2021,8.2,JP
Kamen Rider Saber: The Phoenix Swordsman and the Book of Ruin,movie,"Action, Fantasy, Short",2020,6.2,JP
The United States vs. Billie Holiday Special: Lee Daniels and Cast Interviewed by Oprah Winfrey,movie,"Drama, Documentary, TV Movie",2021,,US
I'm Totally Fine,movie,"Comedy, Drama, Sci-Fi",2022,6.0,US
What's Love Got to Do with It?,movie,"Comedy, Drama, Romance",2022,6.3,US
Mashin Sentai Kiramager vs Ryusoulger,movie,Action,2021,6.8,JP
Girl in the Basement,movie,"Crime, Thriller",2021,6.3,US
Niji no naka no remon,movie,Drama,1968,,JP
Hellblazers,movie,"Action, Horror",2022,4.5,JP
Future – World – EXV,movie,,2019,,JP
Sharp Stick,movie,Comedy,2022,4.9,US
Breaking,movie,"Crime, Drama, Thriller",2022,6.3,US
Ochiba to kuchizuke,movie,,1969,,JP
Sex Appeal,movie,"Comedy, Drama, Romance",2022,5.3,US
The Requin,movie,"Horror, Thriller",2022,2.6,"JP, US"
Gegege no Kitarô: Gekitotsu!! Ijigen yôkai no daihanran,movie,"Animation, Fantasy",1986,6.6,JP
Gegege no Kitarô: Saikyô yôkai gundan! Nihon jôriku!!,movie,"Animation, Fantasy",1986,,JP
Fulci Talks,movie,Documentary,2021,6.9,JP
Fern Brady: Power & Chaos,movie,Comedy,2021,6.8,US
Something in the Water,movie,"Adventure, Drama, Horror",2024,4.1,US
Agnes,movie,"Drama, Horror",2021,3.8,US
The Ogglies,movie,"Adventure, Animation, Family",2021,5.1,US
The Son,movie,Drama,2022,6.5,"JP, US"
God's Time,movie,"Comedy, Drama",2022,5.0,US
Aileen Wuornos: American Boogeywoman,movie,"Biography, Crime, Drama",2021,3.8,US
The Immaculate Room,movie,"Drama, Thriller",2022,5.1,US
Door Mouse,movie,"Drama, Mystery, Thriller",2022,5.5,US
Watcher,movie,"Drama, Horror, Thriller",2022,6.3,US
The Virtuoso,movie,"Action, Thriller",2021,5.0,JP
Mack & Rita,movie,"Comedy, Fantasy",2022,4.8,US
Aria the Benedizione,movie,"Animation, Drama, Sci-Fi",2021,7.5,JP
Father Stu,movie,"Biography, Drama",2022,6.5,US
Guckkasten Live Concert: HAPPENING,movie,,2021,,US
Aquarium of the Dead,movie,"Action, Comedy, Horror",2021,2.9,JP
The Valet,movie,"Comedy, Drama, Romance",2022,6.7,US
2gether: The Movie,movie,"Comedy, Musical, Romance",2021,6.7,JP
A Girl on the Shore,movie,"Drama, Romance",2021,5.4,JP
Haikei tenno heika sama,movie,"Comedy, War",1963,6.9,JP
Yellow Dragon's Village,movie,"Action, Drama, Horror",2021,5.7,JP
One Shot,movie,"Action, Thriller",2021,5.6,"JP, US"
Infinite Storm,movie,"Drama, Thriller",2022,5.3,US
The First Wave,movie,"Documentary, History",2021,7.1,US
Eiga Kaiketsu Zorori: Uchuu no yuushatachi,movie,Animation,2015,4.2,JP
Gekijouban Re: cycle of the Penguindrum - Movie 1,movie,"Adventure, Animation, Fantasy",2022,6.9,JP
The Goldfish: Dreaming of the Sea,movie,Drama,2021,5.7,JP
Confesiones de un asesino en serie,movie,"Horror, Thriller",1997,,JP
Dig,movie,Thriller,2022,4.4,US
Tsukiko,movie,Drama,2017,,JP
Endangered Species,movie,"Action, Thriller",2021,4.6,JP
The Magic Flute,movie,"Adventure, Fantasy, Musical",2022,5.6,US
Moby Doc,movie,"Biography, Documentary, Music",2021,6.7,US
Memory,movie,"Action, Crime, Thriller",2022,5.7,JP
Kamen Rider Zero-One Others: Kamen Rider Metsuboujinrai,movie,"Action, Sci-Fi",2021,7.2,JP
Crimes of the Future,movie,"Drama, Horror, Sci-Fi",2022,5.8,US
The Quintessential Quintuplets Movie,movie,"Animation, Comedy, Drama",2022,7.3,JP
Kyō Kara Ore Wa!! Dengeki no 17 Sai,movie,Drama,1995,,JP
Kyō Kara Ore Wa!! Guts Daze 17 Sai,movie,,1997,,JP
Kyō Kara Ore Wa!! Arashi wo Yobu 17 Sai,movie,,1997,,JP
No One Will Save You,movie,"Horror, Mystery, Sci-Fi",2023,6.3,US
"Mark, Mary & Some Other People",movie,Comedy,2021,5.6,US
7 Days,movie,"Comedy, Drama",2021,6.5,US
All the Streets Are Silent: The Convergence of Hip Hop and Skateboarding (1987-1997),movie,Documentary,2021,7.1,"JP, US"
All My Friends Hate Me,movie,"Comedy, Horror",2021,6.3,US
India Sweets and Spices,movie,Comedy,2021,6.1,US
Last Film Show,movie,Drama,2021,7.4,JP
Ultrasound,movie,"Drama, Mystery, Sci-Fi",2021,5.8,US
Paint,movie,"Comedy, Drama",2023,5.0,US
Never Ending Blue,movie,Drama,2011,,JP
To Leslie,movie,Drama,2022,7.1,JP
The Baker,movie,"Action, Crime, Drama",2022,5.9,US
Monster Family 2,movie,"Animation, Comedy, Family",2021,4.9,US
Blacklight,movie,"Action, Drama, Thriller",2022,4.8,US
Koga the Dictator,movie,Drama,2015,,JP
What Did You Eat Yesterday?,movie,"Comedy, Drama, Romance",2021,7.2,JP
A Madder Red,movie,Family,2021,6.6,JP
The Wheel,movie,Drama,2021,6.0,US
"Kôkoku gaisha, danshi-ryô no Okazu-kun",movie,Drama,2019,,JP
My future of being executed,movie,,2012,,JP
Daddy's Perfect Little Girl,movie,"Drama, Thriller",2021,4.9,US
Sad Angel,movie,Drama,2020,,JP
Jun Kasai Crazy Monkey,movie,"Biography, Documentary, Sport",2021,7.9,JP
Asking for It,movie,Thriller,2021,3.7,US
See for Me,movie,"Crime, Drama, Horror",2021,5.8,JP
Venus as a Boy,movie,"Drama, Romance",2021,4.7,US
Alone Together,movie,"Drama, Romance",2022,5.4,US
Tales of Terror: The Curse of Nobuhiro-san,movie,Horror,2006,,JP
Doubting & Dancing,movie,,2019,,JP
The Blood of Wolves II,movie,"Crime, Drama",2021,6.7,JP
Blue,movie,"Drama, Sport",2021,6.6,JP
Kamen Rider Saber + Kikai Sentai Zenkaiger: Super Hero Senki,movie,"Action, Adventure, Comedy",2021,6.6,JP
Fortress,movie,"Action, Thriller",2021,3.3,JP
Junihitoe wo Kita Akuma,movie,"Comedy, Fantasy, History",2020,4.5,JP
Spin Me Round,movie,"Comedy, Romance",2022,5.2,US
Kyō Kara Ore Wa!!,movie,Action,1993,,JP
Kyō Kara Ore Wa!! 2,movie,Action,1993,,JP
Around the Table,movie,Drama,2021,6.0,JP
Between Us,movie,Drama,2022,5.0,JP
Funny Bunny,movie,Mystery,2021,6.0,JP
The Good Witch of Christmas,movie,"Comedy, Family, Fantasy",2022,4.7,US
Japan Gangster War Chapter 7,movie,,2020,,JP
Amiko,movie,Drama,2022,7.0,JP
Somewhere in Queens,movie,"Comedy, Drama, Sport",2022,6.8,US
Paradise City,movie,"Action, Thriller",2022,3.7,US
Butt Detective: Mystery of the Ruins of Tentoumu,movie,"Animation, Adventure, Mystery",2020,,JP
The Grapes of Joy,movie,Drama,2021,6.9,JP
"Lyle, Lyle, Crocodile",movie,"Adventure, Comedy, Family",2022,6.1,US
The Invitation,movie,"Horror, Thriller",2022,5.3,US
Unfortunately Idols Look Good in Zombie Make Up,movie,Comedy,2019,,JP
Seishun daizenshu,movie,"Drama, Romance",1970,,JP
The Midnight Maiden War,movie,Drama,2022,5.4,JP
Gone Mom,movie,"Crime, Drama",2021,6.2,US
A Predator Returns,movie,"Drama, Horror, Thriller",2021,4.8,JP
What to Do with the Dead Kaiju?,movie,"Comedy, Drama, Sci-Fi",2022,4.4,JP
A Chiara,movie,Drama,2021,6.8,US
No Exit,movie,"Drama, Horror, Mystery",2022,6.1,US
Tom and Sawyer in the City,movie,,2021,,JP
First Love,movie,Romance,2022,4.8,US
Ted Bundy: American Boogeyman,movie,"Biography, Crime, Drama",2021,3.9,US
Snakehead,movie,"Action, Crime, Drama",2021,5.2,"JP, US"
A Fang-tastic Halloween,movie,"Adventure, Animation, Comedy",2020,5.8,US
He Went That Way,movie,"Crime, Drama, Thriller",2023,5.1,US
The Shaman's Daughter,movie,"Drama, Sci-Fi",2021,6.6,JP
Osaka Loan Shark,movie,"Action, Crime",2021,,JP
新テニスの王子様 氷帝 vs 立海 Game of Future 後篇,movie,,2021,,JP
Not Okay,movie,"Comedy, Drama, Thriller",2022,6.1,US
Maximum Truth,movie,Comedy,2023,4.5,US
Left for Dead: The Ashley Reeves Story,movie,"Drama, Thriller",2021,6.2,US
Shukatsu,movie,Mystery,2016,,JP
El Mercenario 2,movie,Action,2014,,US
The Storied Life of A.J. Fikry,movie,"Comedy, Drama",2022,6.6,US
Transfusion,movie,"Action, Crime, Drama",2023,5.1,US
Yakuza,movie,,2020,,JP
Ronin Pop,movie,,2011,,JP
Poker Face,movie,"Action, Crime, Thriller",2022,5.2,US
Supercell,movie,"Action, Adventure, Drama",2023,4.4,US
Survive! In the Deep Sea,movie,,2021,,JP
BanG Dream! Episode of Roselia II: Song I am.,movie,"Animation, Drama, Music",2021,7.8,JP
Princess Principal Crown Handler: Chapter 2,movie,"Action, Adventure, Animation",2021,7.7,JP
Hinterland,movie,"Crime, Drama, History",2021,6.2,JP
Blackpink: The Movie,movie,"Documentary, Music",2021,6.8,US
Cat Person,movie,"Comedy, Drama, Thriller",2023,6.0,US
Something in the Dirt,movie,"Comedy, Horror, Mystery",2022,5.8,US
White Elephant,movie,"Action, Thriller",2022,4.5,JP
Butcher's Crossing,movie,"Adventure, Drama, Western",2022,5.6,US
Space Oddity,movie,"Comedy, Romance, Sci-Fi",2022,5.5,US
Charlotte,movie,"Animation, Biography, Drama",2021,6.4,US
Realm of Terracotta,movie,"Action, Adventure, Animation",2021,6.2,"JP, US"
The Ghost Station,movie,"Horror, Mystery, Thriller",2022,4.7,JP
The Friendship Game,movie,"Horror, Sci-Fi",2022,3.2,US
Sam & Kate,movie,"Comedy, Drama, Romance",2022,6.2,US
Taurus,movie,"Biography, Drama, Music",2022,4.6,US
Hero of Heroes,movie,Animation,2022,,JP
Underdog: Part Two,movie,"Drama, Sport",2020,6.8,JP
The Three Musketeers - Part II: Milady,movie,"Action, Adventure, Drama",2023,6.4,US
Apparel Designer,movie,Drama,2020,,JP
The Champion,movie,"Biography, Drama, History",2020,6.7,JP
Mr. Zombie,movie,"Action, Fantasy, Horror",2021,,JP
Himitsu no Akko-chan,movie,"Animation, Fantasy, Short",1989,,JP
Akko-chan's Got a Secret! – The Sea! The Specters!! The Summer Festival,movie,Animation,1989,,JP
Mad God,movie,"Animation, Fantasy, Horror",2021,6.8,JP
Rogue Agent,movie,"Action, Adventure, Drama",2022,6.5,US
One True Loves,movie,"Comedy, Drama, Romance",2023,5.5,US
Usogui,movie,Thriller,2022,5.7,JP
Baby Assassins,movie,"Action, Comedy, Crime",2021,6.4,JP
Moonlight Shadow,movie,Drama,2021,5.4,JP
A Chance for Christmas,movie,"Comedy, Romance",2021,5.7,US
Piggy,movie,"Drama, Horror, Thriller",2022,6.2,US
Black Site,movie,"Action, Thriller",2022,4.4,"JP, US"
Noise,movie,"Action, Crime, Thriller",2022,6.2,JP
Flux Gourmet,movie,"Comedy, Drama, Horror",2022,5.8,US
Making of Cutie Honey,movie,Documentary,2004,,JP
The Wandering Moon,movie,"Drama, Mystery",2022,6.9,JP
Mirage Queen Prefers Circus,movie,"Adventure, Animation, Fantasy",2022,4.5,JP
"Alice, Darling",movie,"Drama, Romance, Thriller",2022,5.6,US
Risen,movie,"Drama, Sci-Fi, Thriller",2021,3.5,JP
The Long Season Revue,movie,"Documentary, Music",2006,,JP
The Labyrinth,movie,"Fantasy, Horror",2021,3.6,JP
There's no honor or any of that shit!,movie,,2021,,JP
"Love, Life and Goldfish",movie,"Musical, Romance",2021,6.5,JP
Kompromat,movie,"Drama, Thriller",2022,6.4,US
She Will,movie,"Drama, Horror, Mystery",2021,5.5,US
Kaguya-sama: Love Is War - Final,movie,"Comedy, Drama, Romance",2021,5.9,JP
Lord of Misrule,movie,Horror,2023,5.3,US
And So the Baton Is Passed,movie,Drama,2021,6.7,JP
Honey Lemon Soda,movie,"Comedy, Drama, Romance",2021,5.6,JP
Ox-Head Village,movie,"Horror, Mystery",2022,4.9,JP
Senritsu Kaiki File Kowasugi File 02: Shivering Ghost,movie,"Horror, Thriller",2012,6.0,JP
Senritsu Kaiki File Kowasugi File 03: Legend of a Human-Eating Kappa,movie,Horror,2013,6.2,JP
Sundown,movie,"Drama, Mystery",2021,6.5,US
Kamen Rider Revice: The Movie,movie,"Action, Short",2021,5.8,JP
Indemnity,movie,"Action, Crime, Thriller",2021,4.8,US
"Hallelujah: Leonard Cohen, a Journey, a Song",movie,"Biography, Documentary, History",2021,7.6,US
A Janitor,movie,"Action, Drama",2021,5.5,JP
