Title,Type,Genres,Release Year,IMDB Average Rating,Available Countries
Harry Potter and the Deathly Hallows: Part 1,movie,"Adventure, Family, Fantasy",2010,7.7,JP
Harry Potter and the Deathly Hallows: Part 2,movie,"Adventure, Family, Fantasy",2011,8.1,JP
The Big Boss,movie,"Action, Crime, Drama",1971,6.9,JP
The Twilight Samurai,movie,"Drama, Romance",2002,8.1,JP
Calvaire,movie,"Drama, Horror, Thriller",2004,6.1,JP
Shocker,movie,"Comedy, Horror, Thriller",1989,5.5,JP
The Black Tulip,movie,"Action, Adventure, Comedy",1964,6.6,JP
Street Fighter II: The Animated Movie,movie,"Action, Adventure, Animation",1994,7.2,JP
La Belle Noiseuse,movie,Drama,1991,7.5,JP
Il Mare,movie,"Drama, Fantasy, Romance",2000,7.5,JP
The Secret Life of Bees,movie,Drama,2008,7.2,US
The Place Promised in Our Early Days,movie,"Animation, Drama, Romance",2004,6.8,JP
Sweet Rain: Accuracy of Death,movie,"Comedy, Drama, Fantasy",2008,6.8,JP
Friday the 13th,movie,"Horror, Mystery, Thriller",2009,5.5,JP
FernGully: The Last Rainforest,movie,"Adventure, Animation, Family",1992,6.5,US
Let the Right One In,movie,"Drama, Fantasy, Horror",2008,7.8,JP
"Big Bang Love, Juvenile A",movie,"Drama, Fantasy",2006,6.7,JP
Game of Death,movie,"Action, Crime, Drama",1978,5.9,JP
The Tit and the Moon,movie,"Comedy, Romance",1994,6.3,JP
Transporter 3,movie,"Action, Thriller",2008,6.1,JP
Always: Sunset on Third Street,movie,"Comedy, Drama, Family",2005,7.7,JP
Star Trek,movie,"Action, Adventure, Sci-Fi",2009,7.9,JP
Five Deadly Venoms,movie,"Action, Drama, Mystery",1978,7.0,JP
Man of the House,movie,"Comedy, Crime",2005,5.5,US
The Changeling,movie,"Horror, Mystery",1980,7.1,JP
Labyrinth,movie,"Adventure, Family, Fantasy",1986,7.3,US
Fast & Furious,movie,"Action, Thriller",2009,6.5,JP
Exiled,movie,"Action, Crime, Drama",2006,7.2,JP
Knowing,movie,"Mystery, Sci-Fi, Thriller",2009,6.2,JP
Defiance,movie,"Action, Drama, History",2008,7.1,JP
The Chaser,movie,"Action, Crime, Drama",2008,7.8,JP
Madadayo,movie,Drama,1993,7.3,JP
The Machine Girl,movie,"Action, Comedy, Horror",2008,5.9,JP
Sword of the Stranger,movie,"Action, Adventure, Animation",2007,7.7,JP
One Missed Call 2,movie,"Horror, Mystery",2005,5.3,JP
The Great Debaters,movie,"Biography, Drama, Romance",2007,7.5,US
.45,movie,"Crime, Drama, Thriller",2006,5.5,JP
The Girl Who Leapt Through Time,movie,"Adventure, Animation, Comedy",2006,7.7,JP
9th Company,movie,"Action, Drama, History",2005,7.1,JP
Ninja Scroll,movie,"Action, Adventure, Animation",1993,7.8,JP
Cadillac Records,movie,"Biography, Drama, Music",2008,7.0,US
Marley & Me,movie,"Drama, Family",2008,7.0,"JP, US"
Infernal Affairs III,movie,"Action, Crime, Drama",2003,6.8,JP
Red Shadow: Akakage,movie,"Action, Adventure, Comedy",2001,5.5,JP
Notorious,movie,"Biography, Crime, Drama",2009,6.7,US
When the Last Sword Is Drawn,movie,"Drama, History",2002,7.4,JP
Adrift in Tokyo,movie,Comedy,2007,7.2,JP
Harakiri,movie,"Drama, Mystery",1962,8.6,JP
Stealing Beauty,movie,"Drama, Mystery, Romance",1996,6.5,JP
Paul Blart: Mall Cop,movie,"Action, Comedy, Crime",2009,5.3,US
Rings,movie,"Drama, Horror, Mystery",2017,4.5,JP
Patlabor: The Movie,movie,"Action, Animation, Crime",1989,7.0,JP
Patlabor 2: The Movie,movie,"Action, Animation, Drama",1993,7.5,JP
Lassie,movie,"Adventure, Comedy, Drama",2005,6.7,JP
Nothing But the Truth,movie,"Crime, Drama, Mystery",2008,7.1,JP
Afro Samurai: Resurrection,movie,"Action, Adventure, Animation",2009,7.1,US
Ip Man,movie,"Action, Biography, Drama",2008,8.0,JP
Fat Albert,movie,"Comedy, Family, Fantasy",2004,4.4,US
The Witch of the West Is Dead,movie,"Drama, Family",2008,6.6,JP
Galaxy Express 999,movie,"Action, Adventure, Animation",1979,7.4,JP
District 13: Ultimatum,movie,"Action, Crime, Thriller",2009,6.5,JP
The Terrible Children,movie,Drama,1950,6.9,JP
Bleach: Memories of Nobody,movie,"Action, Adventure, Animation",2006,7.1,JP
Hinokio,movie,"Drama, Sci-Fi",2005,6.4,JP
Install,movie,Drama,2004,5.7,JP
A Moment to Remember,movie,"Drama, Romance",2004,8.1,JP
The Sky Crawlers,movie,"Animation, Drama, Sci-Fi",2008,6.7,JP
Death Note: The Last Name,movie,"Adventure, Crime, Drama",2006,7.2,JP
Baby Boy,movie,"Crime, Drama, Romance",2001,6.5,US
Jar City,movie,"Crime, Drama, Mystery",2006,6.8,JP
Fantastic Planet,movie,"Animation, Sci-Fi",1973,7.7,JP
Kinky Boots,movie,"Comedy, Drama, Music",2005,7.1,JP
Inferno,movie,Horror,1980,6.5,JP
WXIII: Patlabor,movie,"Action, Animation, Crime",2001,6.6,JP
Dragon Lord,movie,"Action, Comedy, Sport",1982,6.3,JP
Departures,movie,Drama,2008,8.0,JP
Yo-Yo Girl Cop,movie,Action,2006,4.9,JP
9 Souls,movie,"Adventure, Comedy, Crime",2003,7.1,JP
Bleach the Movie 2: The DiamondDust Rebellion,movie,"Action, Animation, Mystery",2007,7.0,JP
Shutter,movie,"Horror, Mystery, Thriller",2004,7.0,JP
What We Do Is Secret,movie,"Biography, Drama, Music",2007,6.3,JP
Eddie Murphy: Raw,movie,"Comedy, Documentary",1987,7.6,US
"Bleach: Fade to Black, I Call Your Name",movie,"Action, Animation, Drama",2008,7.1,JP
The Princess Blade,movie,"Action, Sci-Fi",2001,5.6,JP
Summer Days with Coo,movie,"Adventure, Animation, Comedy",2007,7.4,JP
Rough Cut,movie,"Action, Crime, Drama",2008,7.0,JP
Laid to Rest,movie,"Horror, Thriller",2009,5.2,JP
District 9,movie,"Action, Sci-Fi, Thriller",2009,7.9,JP
King of Hearts,movie,"Comedy, Drama, War",1966,7.3,JP
Golgo 13: The Professional,movie,"Action, Animation, Crime",1983,6.8,JP
Tetsuo II: Body Hammer,movie,"Drama, Fantasy, Horror",1992,6.4,JP
Tokyo Story,movie,Drama,1953,8.1,JP
The Twilight Saga: New Moon,movie,"Adventure, Drama, Fantasy",2009,4.8,US
A Better Tomorrow II,movie,"Action, Crime, Drama",1987,7.2,JP
My Tutor Friend,movie,"Action, Comedy, Romance",2003,6.5,JP
Too Beautiful to Lie,movie,"Comedy, Romance",2004,7.0,JP
Castaway on the Moon,movie,"Comedy, Drama, Romance",2009,8.0,JP
Lovers of 6 Years,movie,Romance,2008,5.8,JP
Driven to Kill,movie,"Action, Crime, Thriller",2009,4.9,JP
My Girl,movie,"Comedy, Romance",2003,7.9,JP
Bronson,movie,"Action, Crime, Drama",2008,7.0,JP
The Hottest State,movie,"Drama, Music, Romance",2006,6.0,JP
Eye of the Beholder,movie,"Drama, Mystery, Thriller",1999,5.0,JP
Twinkle Twinkle Lucky Stars,movie,"Action, Comedy",1985,6.2,JP
Fearless Hyena 2,movie,"Action, Drama",1983,5.0,JP
Election,movie,"Crime, Drama, Thriller",2005,7.1,JP
To Kill with Intrigue,movie,"Action, Drama",1977,5.3,JP
Spiritual Kung Fu,movie,"Action, Comedy, Fantasy",1978,5.8,JP
Twin Dragons,movie,"Action, Comedy",1992,6.4,JP
Island of Fire,movie,"Action, Crime, Drama",1991,5.7,JP
Doppelganger,movie,"Horror, Romance, Thriller",1993,4.4,JP
The Magnificent Butcher,movie,"Action, Comedy, Drama",1979,7.2,JP
Clash of the Titans,movie,"Action, Adventure, Fantasy",2010,5.8,JP
Ghost in the Shell: Stand Alone Complex - The Laughing Man,movie,"Action, Animation, Drama",2005,8.1,JP
Crime Story,movie,"Action, Crime, Drama",1993,6.7,JP
Half a Loaf of Kung Fu,movie,"Action, Comedy",1978,5.6,JP
Ghost in the Shell: Stand Alone Complex - Solid State Society,movie,"Action, Adventure, Animation",2006,7.8,JP
Angst,movie,"Drama, Horror, Thriller",1983,7.2,JP
Alice,movie,"Adventure, Animation, Fantasy",1988,7.4,JP
Little Otik,movie,"Animation, Comedy, Drama",2000,7.3,JP
Otakus in Love,movie,"Comedy, Drama, Romance",2004,6.6,JP
Johnson Family Vacation,movie,Comedy,2004,4.6,US
The Beyond,movie,Horror,1981,6.6,JP
Battle Creek Brawl,movie,"Action, Comedy, Crime",1980,5.7,JP
The Fearless Hyena,movie,"Action, Comedy",1979,6.6,JP
Cyborg She,movie,"Action, Comedy, Romance",2008,6.9,JP
It's Only Talk,movie,Drama,2005,7.1,JP
Friend,movie,"Action, Crime, Drama",2001,7.2,JP
Yamato,movie,"Drama, History, War",2005,6.4,JP
Revolutionary Girl Utena: The Movie,movie,"Action, Adventure, Animation",1999,7.2,JP
Fist of the North Star,movie,"Action, Animation, Drama",1986,7.1,JP
Visiting Marco,movie,"Adventure, Animation, Drama",1999,7.3,JP
Surrogates,movie,"Action, Sci-Fi, Thriller",2009,6.3,US
Opera,movie,"Crime, Horror, Mystery",1987,6.9,JP
Deep Red,movie,"Horror, Mystery, Thriller",1975,7.5,JP
Death Note: L Change the World,movie,"Crime, Drama, Mystery",2008,6.0,JP
Despicable Me,movie,"Adventure, Animation, Comedy",2010,7.6,JP
The Deep,movie,"Adventure, Mystery, Thriller",1977,6.2,JP
Sakuran,movie,"Drama, History",2006,6.7,JP
3 Idiots,movie,"Comedy, Drama",2009,8.4,JP
Love and Honor,movie,"Drama, History, Romance",2006,7.7,JP
Late Spring,movie,"Comedy, Drama",1949,8.2,JP
Early Spring,movie,Drama,1956,7.7,JP
Taboo,movie,"Drama, History, Thriller",1999,6.8,JP
Rhapsody in August,movie,"Drama, War",1991,7.2,JP
Graveyard of Honor,movie,"Action, Crime, Thriller",2002,6.9,JP
Kin-dza-dza!,movie,"Comedy, Drama, Sci-Fi",1986,7.9,JP
Cutie Honey,movie,"Adventure, Comedy, Sci-Fi",2004,6.2,JP
Panda! Go Panda!,movie,"Animation, Comedy, Family",1972,6.7,JP
Orphan,movie,"Horror, Mystery, Thriller",2009,7.0,JP
More,movie,"Crime, Drama, Romance",1969,6.4,JP
Project A,movie,"Action, Adventure, Comedy",1983,7.2,JP
Project A 2,movie,"Action, Comedy, Crime",1987,7.0,JP
"Breathe in, Breathe Out",movie,Drama,2004,7.2,JP
Prayers for Bobby,movie,"Biography, Drama, Romance",2009,8.0,US
Dragons Forever,movie,"Action, Comedy, Romance",1988,7.1,JP
Exte: Hair Extensions,movie,"Comedy, Horror",2007,6.3,JP
The Misfit Brigade,movie,"Action, Adventure, Comedy",1987,5.7,JP
Gamera: The Giant Monster,movie,"Horror, Sci-Fi",1965,5.2,JP
Late Autumn,movie,"Comedy, Drama",1960,7.9,JP
Akihabara@Deep,movie,"Action, Adventure, Drama",2006,5.7,JP
The Masters of Time,movie,"Adventure, Animation, Sci-Fi",1982,7.3,JP
InuYasha the Movie 2: The Castle Beyond the Looking Glass,movie,"Action, Animation, Comedy",2002,7.3,JP
The Yellow Handkerchief,movie,"Comedy, Drama",1977,7.3,JP
The Suicide Song,movie,"Horror, Mystery",2007,5.0,JP
Ninja Assassin,movie,"Action, Thriller",2009,6.3,JP
Gamera vs. Barugon,movie,"Adventure, Fantasy, Horror",1966,5.1,JP
Season of the Witch,movie,"Action, Adventure, Fantasy",2011,5.4,US
The Cove,movie,"Biography, Crime, Documentary",2009,8.4,US
The Town,movie,"Crime, Drama, Thriller",2010,7.5,US
Machete,movie,"Action, Crime, Thriller",2010,6.6,US
Volcano High,movie,"Action, Comedy, Fantasy",2001,5.9,JP
Borderline,movie,Drama,2008,6.5,JP
The Twilight Saga: Eclipse,movie,"Action, Adventure, Drama",2010,5.1,US
An Ideal Husband,movie,"Comedy, Romance",1999,6.8,JP
Goemon,movie,"Action, Drama, History",2009,6.6,JP
Apartment 1303,movie,Horror,2007,4.7,JP
Yatterman,movie,"Action, Adventure, Comedy",2009,5.9,JP
Dragon Ball Z: Cooler's Revenge,movie,"Action, Animation, Sci-Fi",1991,7.0,JP
The Idiot,movie,"Drama, Romance",1951,7.1,JP
City of the Living Dead,movie,Horror,1980,6.2,JP
Miracles: The Canton Godfather,movie,"Action, Comedy, Crime",1989,6.9,JP
20th Century Boys 2: The Last Hope,movie,"Drama, Fantasy",2009,6.3,JP
Yes,movie,"Drama, Romance",2004,6.4,JP
Winners & Sinners,movie,"Action, Comedy, Crime",1983,6.6,JP
Bad Guy,movie,"Drama, Romance",2001,6.6,JP
Address Unknown,movie,"Drama, War",2001,7.2,JP
Behind the Yellow Line,movie,"Comedy, Drama, Romance",1984,5.7,JP
Glasses,movie,"Comedy, Drama",2007,7.1,JP
Kamome Diner,movie,"Comedy, Drama",2006,7.2,JP
Yoshino's Barber Shop,movie,Comedy,2004,6.7,JP
Pinpon,movie,"Comedy, Drama, Sport",2002,7.0,JP
Kabei: Our Mother,movie,Drama,2008,7.6,JP
Precious,movie,Drama,2009,7.3,US
Marketa Lazarová,movie,"Drama, History, Romance",1967,7.9,JP
Bullet Ballet,movie,"Crime, Drama, Thriller",1998,6.9,JP
Pokémon: The Rise of Darkrai,movie,"Action, Adventure, Animation",2007,6.4,US
Haze,movie,"Horror, Mystery",2005,6.4,JP
Come Drink with Me,movie,"Action, Crime",1966,6.9,JP
Kamikaze Girls,movie,Comedy,2004,7.2,JP
Rock 'n' Roll High School,movie,"Comedy, Music",1979,6.6,JP
Medea,movie,"Drama, Fantasy",1969,6.9,JP
Arthur and the Revenge of Maltazard,movie,"Adventure, Animation, Family",2009,5.3,JP
Crumb,movie,"Biography, Comedy, Documentary",1994,8.0,JP
The Keeper,movie,"Action, Crime, Thriller",2009,5.0,JP
.hack//G.U. Trilogy,movie,"Action, Adventure, Animation",2007,5.4,JP
Ju-on: White Ghost,movie,"Fantasy, Horror",2009,5.8,JP
The Five,movie,"Action, Crime, Drama",1995,6.7,JP
Never Give Up,movie,Crime,1978,6.1,JP
Gamera vs. Guiron,movie,"Adventure, Family, Sci-Fi",1969,4.3,JP
Oasis,movie,"Drama, Romance",2002,7.8,JP
The Perfect Holiday,movie,"Comedy, Family, Fantasy",2007,4.8,US
Inception,movie,"Action, Adventure, Sci-Fi",2010,8.8,JP
Pulse,movie,"Horror, Mystery, Sci-Fi",2001,6.5,JP
Drowning by Numbers,movie,"Comedy, Drama",1988,7.1,JP
Megaforce,movie,"Action, Sci-Fi",1982,3.7,JP
"Silent Night, Deadly Night",movie,"Horror, Thriller",1984,5.8,JP
The Expendables,movie,"Action, Adventure, Thriller",2010,6.4,JP
The Mechanic,movie,"Action, Thriller",2011,6.5,JP
Black Sunday,movie,Horror,1960,7.1,JP
The Whip and the Body,movie,"Horror, Romance",1963,6.6,JP
Yaji and Kita: The Midnight Pilgrims,movie,"Comedy, Fantasy",2005,6.4,JP
The Evil Eye,movie,"Horror, Mystery, Romance",1963,6.9,JP
"Kill, Baby... Kill!",movie,"Drama, Horror, Mystery",1966,6.9,JP
Suburbia,movie,"Drama, Thriller",1983,6.9,JP
Blood and Black Lace,movie,"Crime, Drama, Horror",1964,7.1,JP
Hachi: A Dog's Tale,movie,"Biography, Drama, Family",2009,8.1,JP
"I Was Born, But...",movie,"Comedy, Drama",1932,7.9,JP
Equinox Flower,movie,"Comedy, Drama",1958,7.8,JP
Good Morning,movie,"Comedy, Drama, Family",1959,7.8,JP
Love Exposure,movie,"Action, Comedy, Drama",2008,8.0,JP
Zen,movie,"Biography, Drama",2009,7.3,JP
Daimajin,movie,"Drama, Fantasy, Horror",1966,6.7,JP
The House by the Cemetery,movie,Horror,1981,6.1,JP
Oppai Volleyball,movie,"Comedy, Sport",2009,6.1,JP
Brass Knuckle Boys,movie,"Comedy, Music",2008,6.6,JP
Demonia,movie,"Horror, Mystery",1990,4.6,JP
Wrath of Daimajin,movie,Fantasy,1966,6.2,JP
Return of Daimajin,movie,"Drama, Fantasy",1966,6.4,JP
Summer Wars,movie,"Action, Adventure, Animation",2009,7.4,JP
The Brood,movie,"Horror, Sci-Fi",1979,6.8,JP
The Castle of Sand,movie,"Crime, Drama, Mystery",1974,7.3,JP
The Green Slime,movie,"Drama, Horror, Sci-Fi",1968,4.9,JP
The Crazies,movie,"Action, Horror, Sci-Fi",1973,6.1,JP
The Uninvited,movie,"Drama, Horror, Thriller",2003,5.7,JP
Nana,movie,"Drama, Music, Romance",2005,7.0,JP
A Woman Under the Influence,movie,"Drama, Romance",1974,8.0,JP
Scent of Love,movie,"Drama, Romance",2003,6.3,JP
Taste of Cherry,movie,Drama,1997,7.7,JP
In the Pool,movie,Comedy,2005,6.5,JP
The Texas Chain Saw Massacre,movie,Horror,1974,7.4,JP
The Truce,movie,"Drama, War",1997,6.5,JP
Sailor Moon S: The Movie - Hearts in Ice,movie,"Action, Animation, Comedy",1994,7.6,JP
Ultraman Tiga & Ultraman Dyna: Warriors of the Star of Light,movie,"Action, Sci-Fi",1998,6.1,JP
Kamen Rider Decade: All Riders vs. Dai-Shocker,movie,"Action, Adventure, Fantasy",2009,6.6,JP
Puzzle,movie,"Crime, Thriller",2006,6.1,JP
Manhattan Baby,movie,Horror,1982,4.8,JP
Lupin III: Farewell to Nostradamus,movie,"Action, Adventure, Animation",1995,6.9,JP
Lupin III: Dead or Alive,movie,"Action, Adventure, Animation",1996,6.8,JP
The Stranger,movie,Drama,1967,7.1,JP
Satantango,movie,Drama,1994,8.2,JP
To Live,movie,"Drama, War",1994,8.3,JP
Violent City,movie,"Action, Crime, Thriller",1970,6.2,JP
Hachi-ko,movie,"Biography, Drama, Family",1987,7.9,JP
Venus Wars,movie,"Action, Animation, Drama",1989,6.6,JP
The Killing of a Chinese Bookie,movie,"Crime, Drama, Thriller",1976,7.3,JP
Typhoon,movie,Action,2005,5.7,JP
Ju-on: The Curse,movie,"Horror, Mystery",2000,6.8,JP
Golden Swallow,movie,"Action, Adventure, Romance",1968,6.7,JP
Boys Over Flowers: Final,movie,Drama,2008,6.8,JP
Putney Swope,movie,Comedy,1969,6.7,JP
A Dog's Life,movie,"Documentary, Horror",1962,6.2,JP
Scandal,movie,Drama,1950,7.2,JP
Samurai Commando: Mission 1549,movie,"Action, Sci-Fi",2005,5.1,JP
Security Unlimited,movie,Comedy,1981,6.9,JP
A Zed & Two Noughts,movie,"Comedy, Drama",1985,7.2,JP
Good Old Daze,movie,"Comedy, Drama, Romance",1994,7.2,JP
Tokyo Rampage,movie,"Action, Crime, Drama",1998,6.5,JP
Tidal Wave,movie,"Action, Drama, Sci-Fi",2009,5.5,JP
Blue Spring,movie,Drama,2001,7.1,JP
Fall Guy,movie,"Comedy, Drama, Romance",1982,6.9,JP
Akitsu Springs,movie,"Drama, Romance",1962,7.2,JP
A Snake of June,movie,"Drama, Horror, Mystery",2002,6.8,JP
The Brain,movie,"Adventure, Comedy, Crime",1969,6.8,JP
Alligator,movie,"Horror, Sci-Fi, Thriller",1980,6.1,JP
Opening Night,movie,Drama,1977,7.9,JP
Bare Essence of Life Ultra-Miracle Love Story,movie,"Comedy, Drama, Romance",2009,5.9,JP
A Monkey in Winter,movie,"Comedy, Drama",1962,7.4,JP
The Hidden Blade,movie,"Drama, History, Romance",2004,7.7,JP
When They Cry,movie,"Drama, Horror, Mystery",2008,5.5,JP
Gamera vs. Viras,movie,"Adventure, Family, Fantasy",1968,4.6,JP
Magic,movie,"Drama, Horror",1978,6.8,JP
InuYasha the Movie 3: Swords of an Honorable Ruler,movie,"Action, Adventure, Animation",2003,7.6,JP
Inuyasha the Movie 4: Fire on the Mystic Island,movie,"Action, Adventure, Animation",2004,7.2,JP
Battles Without Honor and Humanity,movie,"Crime, Drama",1973,7.4,JP
Dragon Ball Z: Broly - The Legendary Super Saiyan,movie,"Action, Animation, Fantasy",1993,7.4,JP
The Human Condition II: Road to Eternity,movie,"Drama, History, War",1959,8.5,JP
Yagyu Clan Conspiracy,movie,"Action, Adventure, Drama",1978,7.1,JP
Snake and Crane Arts of Shaolin,movie,"Action, Drama",1978,6.4,JP
Female Prisoner Scorpion: Beast Stable,movie,"Crime, Drama, Thriller",1973,7.0,JP
Love on Sunday,movie,Drama,2006,6.2,JP
Lady Chatterley's Lover,movie,"Drama, Romance",1981,5.1,JP
Nana 2,movie,"Drama, Music, Romance",2006,6.0,JP
Silent Service,movie,"Action, Animation, War",1995,6.5,JP
MW,movie,"Drama, Thriller",2009,5.3,JP
Cure,movie,"Crime, Horror, Mystery",1997,7.5,JP
Devilman,movie,"Action, Fantasy, Horror",2004,3.9,JP
Negative Happy Chainsaw Edge,movie,"Action, Comedy, Drama",2007,5.6,JP
The Sword of Alexander,movie,"Action, Comedy, Fantasy",2007,5.6,JP
Switching - Goodbye Me,movie,Drama,2007,6.8,JP
10 Promises to My Dog,movie,"Comedy, Drama, Romance",2008,6.9,JP
Digimon Frontier: Island of the Lost Digimon,movie,"Action, Adventure, Short",2002,6.2,JP
Digimon Tamers: Runaway Locomon,movie,"Action, Adventure, Animation",2002,6.7,JP
Digimon Tamers: Battle of Adventurers,movie,"Action, Adventure, Animation",2001,6.4,JP
Digimon Adventure 02: Revenge of Diaboromon,movie,"Action, Adventure, Animation",2001,6.9,JP
Vital,movie,"Drama, Thriller",2004,6.7,JP
Zebraman,movie,"Comedy, Sci-Fi",2004,6.4,JP
The Heroic Ones,movie,"Action, Drama, History",1970,6.5,JP
Blade II,movie,"Action, Horror, Sci-Fi",2002,6.7,JP
Blade,movie,"Action, Horror, Sci-Fi",1998,7.1,JP
Blade: Trinity,movie,"Action, Horror, Sci-Fi",2004,5.8,JP
Secret,movie,Thriller,2009,6.4,JP
Lady Kung Fu,movie,"Action, Drama",1972,6.8,JP
20th Century Boys 1: Beginning of the End,movie,"Adventure, Fantasy, Mystery",2008,6.6,JP
The Disappearance of Haruhi Suzumiya,movie,"Animation, Drama, Mystery",2010,8.0,JP
Suzaku,movie,Drama,1997,7.4,JP
Ju-on: Black Ghost,movie,"Fantasy, Horror",2009,5.2,JP
True Lies,movie,"Action, Comedy, Thriller",1994,7.3,JP
Come Undone,movie,"Drama, Romance",2010,6.0,JP
Saved by the Bell: Wedding in Las Vegas,movie,"Comedy, Romance",1994,6.2,US
Martial Arts of Shaolin,movie,"Action, Comedy, Drama",1986,6.4,JP
The Firm,movie,"Drama, Mystery, Thriller",1993,6.9,JP
Stakeout,movie,"Crime, Drama, Mystery",1958,7.1,JP
Yona Yona Penguin,movie,"Adventure, Animation, Comedy",2009,5.2,JP
Ip Man 2,movie,"Action, Biography, Drama",2010,7.5,JP
House II: The Second Story,movie,"Comedy, Fantasy, Horror",1987,5.4,JP
Splice,movie,"Horror, Sci-Fi",2009,5.8,JP
Tomie,movie,"Crime, Drama, Horror",1998,5.2,JP
Sex and the City 2,movie,"Comedy, Drama, Romance",2010,4.5,JP
Knight and Day,movie,"Action, Adventure, Comedy",2010,6.3,JP
Mr. Tadano's Secret Mission: From Japan with Love,movie,Comedy,2008,5.8,JP
The White Ribbon,movie,"Drama, Mystery, Thriller",2009,7.8,JP
Swept Away,movie,"Adventure, Comedy, Drama",1974,7.5,JP
Go,movie,"Drama, Romance",2001,7.4,JP
Kaiji: The Ultimate Gambler,movie,Drama,2009,6.4,JP
Kamen Rider Kabuto: God Speed Love,movie,"Action, Adventure, Drama",2006,6.6,JP
The Insects Unlisted in the Encyclopedia,movie,Comedy,2007,5.9,JP
Fish Story,movie,"Action, Comedy, Music",2009,7.5,JP
Hanging Garden,movie,Drama,2005,7.1,JP
Tazza: The High Rollers,movie,"Comedy, Crime",2006,7.1,JP
Eureka,movie,Drama,2000,7.7,JP
Chameleon,movie,Drama,2008,5.3,JP
House III: The Horror Show,movie,Horror,1989,5.1,JP
The Hand of Death,movie,"Action, Drama",1976,6.0,JP
5 Centimeters per Second,movie,"Animation, Drama, Family",2007,7.5,JP
Hula Girls,movie,"Comedy, Drama",2006,7.0,JP
Transformers: Dark of the Moon,movie,"Action, Adventure, Sci-Fi",2011,6.2,JP
Hiruko the Goblin,movie,"Comedy, Fantasy, Horror",1991,6.1,JP
Joy House,movie,"Crime, Drama, Romance",1964,7.0,JP
Fantasy Mission Force,movie,"Action, Adventure, Comedy",1983,4.5,JP
Tombstone of the Fireflies,movie,"Drama, War",2008,6.6,JP
Snakes and Earrings,movie,Thriller,2008,6.2,JP
Kamui Gaiden,movie,"Action, Adventure, Drama",2009,5.6,JP
Battle Under Orion,movie,"Action, War",2009,6.1,JP
"Gou Gou, the Cat",movie,Drama,2008,6.2,JP
Monsieur Hire,movie,"Crime, Drama, Romance",1989,7.5,JP
Kamen Rider Den-O & Kiva: Climax Deka,movie,"Action, Adventure, Comedy",2008,6.7,JP
Kamen Rider Blade: Missing Ace,movie,"Action, Fantasy, Sci-Fi",2004,6.3,JP
Kamen Rider Den-O: I'm Born!,movie,"Action, Adventure, Comedy",2007,6.4,JP
A Stranger of Mine,movie,"Comedy, Crime, Drama",2005,7.6,JP
Sorcerer,movie,"Adventure, Drama, Thriller",1977,7.7,JP
Lala Pipo: A Lot of People,movie,"Comedy, Drama",2009,5.7,JP
Instant Swamp,movie,Comedy,2009,6.8,JP
Pokémon: Arceus and the Jewel of Life,movie,"Action, Adventure, Animation",2009,6.2,US
Dragon Ball Z: The World's Strongest,movie,"Action, Adventure, Animation",1990,6.6,JP
