Title,Type,Genres,Release Year,IMDB Average Rating,Available Countries
Úcastníci zájezdu,movie,Comedy,2006,6.2,"CZ, SK"
Vsetko co mam rad,movie,Drama,1993,6.9,"CZ, SK"
Leviano,movie,"Crime, Drama, Mystery",2018,4.5,PT
Rojo,movie,"Drama, Mystery, Thriller",2018,6.3,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Snu,movie,"Drama, History, Romance",2019,6.4,PT
Moral Order,movie,Drama,2020,6.7,PT
Skunk,movie,Drama,2023,7.3,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
A Christmas Stray,movie,"Drama, Romance",2021,6.1,US
"Cristiano y Messi, la tormenta perfecta",movie,Documentary,2021,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
The Black Minutes,movie,"Crime, Thriller",2021,5.9,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Fireworks,movie,"Drama, Romance",2023,7.5,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
The Kids Are Alright 2,movie,Comedy,2022,4.8,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Single Mother by Choice,movie,Drama,2021,3.2,US
Year of the Fox,movie,Drama,2023,4.3,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Life Support,movie,"Science Fiction, Animation",2021,,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
How to Survive Without Mum,movie,Comedy,2023,4.9,PT
The Gift,movie,"Drama, Short",2022,7.4,US
The Snakes,movie,Short,2021,5.8,US
A Sisterly Christmas,movie,"Drama, Romance",2021,5.5,US
A Chestnut Family Christmas,movie,"Comedy, Drama",2021,5.8,US
Checkin' It Twice,movie,"Comedy, Romance",2023,6.8,"DK, FI, NO, SE"
Never Been Chris'd,movie,"Comedy, Romance",2023,5.5,"DK, FI, NO, SE"
Marguerite's Theorem,movie,"Comedy, Drama, Mystery",2023,6.8,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Half Baked: Totally High,movie,Comedy,2024,4.8,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Subservience,movie,"Sci-Fi, Thriller",2024,5.4,"HK, ID, MY, PH, SG, TH, TW"
Beanie Mania,movie,Documentary,2021,6.5,US
Nothing Ever Happened,movie,Drama,2022,5.7,PT
Terry Bradshaw: Going Deep,movie,"Biography, Documentary, Sport",2022,6.4,US
Halfway,movie,"Drama, Short",2019,5.8,US
Soft & Quiet,movie,"Drama, Horror, Thriller",2022,6.2,"DK, FI, NO, SE"
The Prank,movie,"Comedy, Thriller",2022,5.3,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Vincent, François, Paul et les autres",movie,Documentary,2011,,"FR, MC"
Chernobyl: The Lost Tapes,movie,"Documentary, History",2022,7.9,US
The Beauty of Blackness,movie,Documentary,2022,6.0,US
"Tony, Shelly and the Magic Light",movie,"Animation, Family, Fantasy",2023,7.3,"CZ, SK"
Loving Memories,movie,"Drama, History, Romance",2022,5.6,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Brie's Bake Off Challenge,movie,"Comedy, Family",2022,5.9,US
Yellowface: Asian Whitewashing and Racism in Hollywood,movie,"Documentary, History",2019,6.3,US
Juniors,movie,"Comedy, Drama",2022,5.3,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Alma Viva,movie,Drama,2022,6.7,PT
Le cours de la vie,movie,"Comedy, Drama",2023,5.7,"FR, MC"
User Zero,movie,"Science Fiction, Thriller",2024,,US
The Edge of the Blade,movie,Drama,2023,6.5,"CZ, HU, MD, RO, SK"
Magnificat,movie,"Comedy, Crime, Drama",2023,6.1,"FR, MC"
Crabs in a Barrel,movie,"Comedy, Short",2022,5.4,US
Km 224,movie,Drama,2022,5.1,PT
Mi Casa,movie,"Drama, Short",2022,7.9,US
Rivière,movie,Drama,2023,6.8,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
The Baby,movie,Drama,2023,6.2,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
All Because of the Cat,movie,"Comedy, Drama",2023,5.8,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Habla Now,movie,Documentary,2020,5.9,"AD, BA, BG, CZ, DK, ES, FI, HK, HR, HU, ID, MD, ME, MK, MY, NO, PH, PL, PT, RO, RS, SE, SG, SI, SK, TH, TW, US"
The Rebellious Life of Mrs. Rosa Parks,movie,Documentary,2022,7.9,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
Toy Aficiao,movie,"Comedy, Music, Romance",2022,6.7,US
Another Country,movie,"Drama, Short",2022,6.9,US
Life for Real,movie,Comedy,2023,5.7,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Yangji,movie,,2021,,US
Love and Baseball,movie,"Comedy, Drama, Romance",2021,6.1,US
Quem Matou Laura Paula,movie,"Comedy, Crime, Thriller",2022,6.0,PT
Must Love Christmas,movie,"Comedy, Fantasy, Romance",2022,6.4,"HK, ID, MY, PH, SG, TH, TW"
The Goldman Case,movie,"Crime, Drama, History",2023,7.0,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Cora Bora,movie,"Comedy, Drama",2023,5.8,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Skin Can Breathe,movie,"Drama, Short",2022,5.7,US
Drift,movie,Drama,2023,6.3,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Revolta,movie,"Comedy, Drama",2022,5.9,PT
Habla más,movie,Documentary,2006,6.6,US
Habla y Habla,movie,Documentary,2006,7.6,"HK, ID, MY, PH, SG, TH, TW, US"
Habla Ya,movie,Documentary,2008,,"HK, ID, MY, PH, SG, TH, TW, US"
If Only I Could Hibernate,movie,Drama,2023,7.2,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
The Path of Excellence,movie,Drama,2023,6.5,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
The Uncle,movie,"Drama, Horror, Thriller",2022,6.4,"BA, BG, HR, ME, MK, RS, SI"
The (In)Famous Youssef Salem,movie,Comedy,2022,6.6,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
The Rapture,movie,Drama,2023,7.0,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Zone Fuori Controllo,movie,,2011,,US
Alma & Oskar,movie,"Biography, Drama, History",2022,6.0,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Si saben cómo me pongo ¿pa' qué me invitan? 2,movie,Comedy,2022,5.1,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Sweethearts,movie,Comedy,2024,5.6,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
2 Duros de Roer,movie,"Action, Comedy, Crime",2022,5.3,PT
Open Season,movie,Comedy,2023,5.7,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
The Hypnosis,movie,"Comedy, Drama",2023,6.5,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Marry Go Round,movie,"Drama, Romance",2022,6.2,"DK, FI, NO, SE"
One Delicious Christmas,movie,"Drama, Romance",2022,6.0,US
Before Mickey Mouse: A History of American Animation,movie,Animation,1982,,US
Century of Animation Showcase: 1922,movie,"Animation, Documentary",2022,,US
The Punishment,movie,Drama,2022,6.9,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Letters to Santa 5,movie,"Comedy, Romance",2022,5.3,PL
Love You for Now,movie,"Comedy, Drama, Romance",2022,6.2,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NO, PL, RO, RS, SE, SI, SK"
Die Mucklas ... und wie sie zu Pettersson und Findus kamen,movie,"Adventure, Animation, Comedy",2022,4.1,"DK, FI, NO, SE"
3 Am,movie,Animation,2022,,TH
This Place Rules,movie,"Crime, Documentary, History",2022,7.2,US
Habla Loud,movie,Documentary,2022,4.7,"HK, ID, MY, PH, SG, TH, TW, US"
Hesitation Wound,movie,Drama,2023,6.6,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
The Great Holiday Bake War,movie,"Comedy, Drama, Romance",2022,5.6,US
A Christmas Fumble,movie,"Comedy, Drama",2022,5.7,US
Dangerous Men,movie,"Comedy, Crime",2022,6.0,PL
Good Old Czechs,movie,Documentary,2022,7.7,"CZ, SK"
Talk Black,movie,"Comedy, Short",2021,8.7,US
MICHAEL KOCÁB - ROCKER VS. POLITICIAN,movie,Documentary,2022,,"CZ, SK"
Fit for Christmas,movie,"Comedy, Drama, Romance",2022,5.7,"HK, ID, MY, PH, SG, TH, TW"
Kunstkamera,movie,Documentary,2022,6.3,"CZ, SK"
One Day All This Will Be Yours,movie,"Comedy, Drama, Music",2023,6.0,"DK, FI, NO, SE"
By Design: The Joe Caroff Story,movie,Documentary,2022,7.5,US
Dikie predki,movie,"Comedy, Family",2022,5.3,"DK, FI, NO, PT, SE"
"Thank you, have a nice day",movie,"Drama, Short",2023,6.1,US
Sterling,movie,"Drama, Short",2019,8.0,US
Villeneuve Pironi,movie,Documentary,2022,7.5,US
Familiar,movie,Drama,2023,6.2,"MD, RO"
Gumbo Coalition,movie,Documentary,2022,7.0,US
Slobodní,movie,Documentary,2022,,"CZ, SK"
Disturbia,movie,Horror,2022,,"HK, ID, MY, PH, SG, TH, TW"
Muxes,movie,Documentary,2022,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Going to Mars: The Nikki Giovanni Project,movie,Documentary,2023,6.7,US
Fantastic Machine,movie,Documentary,2023,7.0,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Adult Swim Yule Log,movie,"Comedy, Horror",2022,6.3,"AD, BA, BE, BG, CZ, DK, ES, FI, FR, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK, US"
Sea Sparkle,movie,Family,2023,6.2,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Como Dios manda,movie,Comedy,2023,5.2,"AD, ES"
El Paraiso,movie,Drama,2023,6.8,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Norwegian Dream,movie,"Drama, Romance",2023,6.4,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
F**Ked Up,movie,,2017,,US
Last Stop Larrimah,movie,"Crime, Documentary, Mystery",2023,7.1,US
Christmas Eve in Miller's Point,movie,"Comedy, Drama",2024,5.3,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
About Thirty,movie,Comedy,2023,6.8,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
All the Colours of the World Are Between Black and White,movie,"Drama, Romance",2023,6.3,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Stepne,movie,Drama,2023,5.9,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
The Family Meeting,movie,"Comedy, Short",2023,,US
On the Pulse,movie,Drama,2023,5.9,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Éger,movie,"Crime, Drama",2023,5.6,HU
Pens and Pencils,movie,"Short, Thriller",2022,7.4,US
Emergency Contact,movie,"Comedy, Short",2015,7.0,US
Chalga,movie,Drama,2023,5.1,"BA, BG, HR, ME, MK, RS, SI"
Papi,movie,"Documentary, Short",2020,6.6,US
Lady Bouncer,movie,"Comedy, Short",2017,6.2,US
The Walk,movie,"Action, Drama, Short",2015,6.6,US
Killing Crabs,movie,Drama,2023,4.8,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
My Paper Dolls,movie,Comedy,2023,6.3,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
All About the Little Things,movie,"Comedy, Drama",2023,5.9,"CZ, SK"
Ex-Husbands,movie,"Comedy, Drama",2023,5.8,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Peter & the Wolf,movie,"Adventure, Animation, Family",2023,6.6,US
Rock Hudson: All That Heaven Allowed,movie,Documentary,2023,7.3,US
The Lionheart,movie,Documentary,2023,7.3,US
When the Sun Sets,movie,,2023,,US
August 13th,movie,"Drama, Short, Thriller",2022,6.7,BG
Ariel: Back to Buenos Aires,movie,Drama,2022,6.2,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Buklerne Flytter Ind Hos Peddersen Og Findus,movie,,2023,,"DK, FI, NO, SE"
Empty Nets,movie,Drama,2023,6.8,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Aloha Heart,movie,"Comedy, Romance",2023,5.6,"DK, FI, NO, SE"
I Won't Die,movie,Documentary,2023,7.1,HU
Blaga's Lessons,movie,Drama,2023,7.2,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Cannes Uncut,movie,Documentary,2023,6.3,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Making Waves,movie,"Comedy, Romance",2023,6.6,"DK, FI, NO, SE"
Billion Dollar Heist,movie,"Crime, Documentary",2023,6.8,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"De ce ma cheama Nora, cand cerul meu e senin",movie,"Biography, Documentary",2023,8.2,"MD, RO"
Ein Fest fürs Leben,movie,Comedy,2023,6.2,"AD, ES, NL, PT"
A Million Minutes,movie,Drama,2024,6.6,"AD, DK, ES, FI, NO, PT, SE"
The Never Born,movie,"Comedy, Documentary",2021,,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
LEGO Jurassic Park: The Unofficial Retelling,movie,"Action, Animation, Short",2023,6.1,"HK, ID, MY, PH, SG, TH, TW"
As Neves,movie,"Drama, Thriller",2024,5.4,"AD, ES"
Yun,movie,Drama,2023,,US
The Secret Gift of Christmas,movie,Drama,2023,6.2,"DK, FI, NO, SE"
Magic in Mistletoe,movie,Romance,2023,6.3,"DK, FI, NO, SE"
Century of Animation Showcase: 1923,movie,"Animation, Comedy",2023,6.9,US
Calm in the Canopy,movie,Drama,2023,4.7,"BA, BG, HR, HU, MD, ME, MK, PL, RO, RS, SI"
Today Again,movie,"Comedy, Drama, Romance",2023,6.0,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Please hold...,movie,"Comedy, Short",2023,,US
Don Q,movie,"Comedy, Crime, Drama",2023,4.2,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Blood'less' Revolution,movie,"Biography, Drama, History",2024,6.7,PT
Nibali,movie,Sport,2023,,US
The Sleeping Woman,movie,"Drama, Fantasy, Thriller",2024,5.2,"AD, ES"
The Sky Above Zenica,movie,Documentary,2024,7.2,"BA, BG, HR, ME, MK, RS, SI"
Klitschko: More Than a Fight,movie,"Biography, Documentary, War",2024,6.3,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Nasty,movie,Documentary,2024,7.8,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK"
Emma and Eddie: A Working Couple,movie,"Documentary, Drama",2024,4.6,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK"
Demain dès L'Aube,movie,Drama,2024,,"FR, MC"
Slave Play. Not a Movie. A Play.,movie,Documentary,2024,5.3,US
AEW All Out,movie,"Action, Sport",2024,7.7,"FR, MC"
AEW Full Gear,movie,"Action, Sport",2024,7.2,"FR, MC"
You and Me and Nanook of the North,movie,,2024,,US
Rivalries: The History of Michigan vs Ohio State,movie,,2004,,US
Hayao Miyazaki and the Heron,movie,Documentary,2024,7.8,US
さらば青春の光 単独LIVE『大三元』,movie,,2019,,US
Here to Climb,movie,Documentary,2024,5.9,US
Summer Rain,movie,Drama,2024,5.9,PT
Batman Ninja vs. Yakuza League,movie,Animation,2025,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
My Happiness,movie,Drama,2024,,US
Eterno Amor,movie,Romance,2024,,"BE, FR, MC"
Marilyn Monroe: Still Life,movie,"Biography, Documentary, History",2006,7.6,US
The Life and Times of Farmer Al,movie,Animation,2024,,US
Surveilled,movie,Documentary,2024,6.2,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Nature of the Crime,movie,Documentary,2024,6.9,US
Mistletoe & Matrimony,movie,Drama,2024,7.3,US
"Muerte, muerte, muerte",movie,Horror,2024,,"NL, US"
Trump: The Criminal Conspiracy Case,movie,"Crime, Documentary, History",2024,6.8,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
A Season to Remember,movie,Romance,2024,7.4,US
Behind the Scenes Sawdust and Tinsel,movie,Documentary,1953,,US
Car Gangs,movie,Documentary,2024,,"AD, BA, BE, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK"
The Resonance Principle,movie,"Drama, Short",2023,4.5,BG
James Acaster: Hecklers Welcome,movie,Comedy,2024,6.6,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
Contágio,movie,"Horror, Short",2011,,"DK, FI, NO, SE"
Lost in the Amazon,movie,Documentary,2024,6.4,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
东方三侠,movie,,1993,,US
Red Light,movie,,2024,,"AD, ES"
Exodus,movie,"Drama, Family, Short",2015,5.9,"AD, BA, BE, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, PL, RO, RS, SI, SK"
Unknown Soldiers,movie,Documentary,2008,,US
Autaneli Ardadegebi,movie,Family,2015,6.9,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Por la cara,movie,Comedy,2024,,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Le Prénom,movie,Drama,2023,,"FR, MC"
Who’s Afraid of Virginia Woolf?,movie,Drama,2024,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
האחד,movie,"Comedy, Music, Romance",2022,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Asterix in America,movie,"Adventure, Animation, Comedy",1994,5.9,"FR, MC"
An American Tail: Fievel Goes West,movie,"Adventure, Animation, Family",1991,6.5,"FR, MC"
The Garden,movie,Comedy,1995,7.6,"CZ, SK"
For Love or Country: The Arturo Sandoval Story,movie,"Biography, Drama, Music",2000,7.1,US
Juror #2,movie,"Crime, Drama, Mystery",2024,7.0,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Of Parents and Children,movie,"Comedy, Drama",2008,7.0,"CZ, SK"
Man from God's Country,movie,Western,1958,5.7,US
Pusinky,movie,"Comedy, Drama",2007,5.9,"CZ, SK"
Exchange Student Zero,movie,"Action, Animation, Family",2012,6.0,"HK, ID, PH"
Landscape,movie,Drama,2000,7.4,"CZ, SK"
Monster Beach,movie,"Adventure, Animation, Comedy",2014,7.0,"HK, ID, MY, PH, SG, TH, TW"
Filmova lazen,movie,Documentary,2015,6.6,"CZ, SK"
The Domain,movie,Drama,2019,6.8,PT
The Delinquents,movie,"Comedy, Crime, Drama",2023,6.8,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
The Man with Hare Ears,movie,"Comedy, Drama",2020,5.6,"CZ, SK"
The Last Rifleman,movie,Drama,2023,6.5,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
The Naked City,movie,,2021,,US
Valeria Is Getting Married,movie,Drama,2022,6.8,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Theater Camp,movie,Comedy,2023,6.9,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Photophobia,movie,Documentary,2023,6.4,"CZ, SK"
Round and Round,movie,"Comedy, Fantasy",2023,7.1,"HK, ID, MY, PH, SG, TH, TW"
さらば青春の光 単独LIVE『五穀豊穣』,movie,,2022,,US
Inside No. 9: Dead Line,movie,Horror,2018,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Rose Matafeo: On and on and On,movie,Comedy,2024,5.9,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
The Texas Cheerleader Murder Plot,movie,"Crime, Documentary",2024,5.0,US
GLASS*,movie,"Horror, Thriller, Science Fiction, Drama",2024,,"DK, FI, NO, SE"
La Posada,movie,Comedy,2023,5.8,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Whitney: The Last Great Diva,movie,,2018,,"CZ, SK"
Mosquito,movie,"Drama, War",2020,6.8,PT
Sunburn,movie,"Drama, Romance",2018,5.0,PT
Daughter,movie,Drama,2019,6.0,"CZ, SK"
The Emigrants,movie,"Drama, History",2021,6.5,"DK, FI, NO, SE"
Someone Like You,movie,Romance,2024,5.8,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Kix,movie,Documentary,2024,8.1,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK"
24-Karat Christmas,movie,Romance,2024,7.4,US
Lost Country,movie,Drama,2023,,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Ano Novo, Vida Nova",movie,Documentary,1985,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
A Mon Seul Désir,movie,,2023,,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Nanook of the North,movie,Documentary,1922,7.6,US
The Last King of Scotland,movie,"Biography, Drama, History",2006,7.6,"AD, ES, PT"
Supergirl,movie,"Action, Adventure, Fantasy",1984,4.4,US
Calamity Jane,movie,"Musical, Romance, Western",1953,7.2,US
Diggers,movie,"Comedy, Drama",2006,6.3,US
Destination Tokyo,movie,"Adventure, War",1943,7.1,US
The Prisoner of Zenda,movie,"Adventure, Mystery, Romance",1952,6.9,US
The Leopard Man,movie,"Film-Noir, Horror, Thriller",1943,6.7,US
Each Dawn I Die,movie,"Crime, Drama, Film-Noir",1939,7.2,US
The Prince and the Pauper,movie,"Adventure, Drama, Family",1937,7.2,US
Nocturne,movie,"Crime, Drama, Film-Noir",1946,6.5,US
My Favorite Wife,movie,"Comedy, Romance",1940,7.3,US
Johnny Angel,movie,"Crime, Drama, Film-Noir",1945,6.2,US
Night and Day,movie,"Biography, Drama, Musical",1946,6.1,US
Room for One More,movie,"Comedy, Drama, Family",1952,7.2,US
The Miracle of Our Lady of Fatima,movie,"Drama, History",1952,6.7,US
Wild Boys of the Road,movie,"Adventure, Drama",1933,7.5,US
Task Force,movie,"Drama, War",1949,6.6,US
The Student Prince,movie,"Musical, Romance",1954,6.5,US
The Big Year,movie,Comedy,2011,6.2,US
World Without End,movie,"Adventure, Romance, Sci-Fi",1956,5.8,US
Tennessee Johnson,movie,"Biography, Drama",1942,6.5,US
Stoker,movie,"Drama, Thriller",2013,6.7,"AD, ES, PT"
The Mouthpiece,movie,Drama,1932,7.2,US
The End,movie,Documentary,2004,7.2,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HK, HN, HR, HU, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
