Title,Type,Genres,Release Year,IMDB Average Rating,Available Countries
A Bad Moms Christmas,movie,Comedy,2017,5.6,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
Spies in Disguise,movie,"Action, Adventure, Animation",2019,6.8,"DK, FI, NO, SE"
Mr & Mme Adelman,movie,"Comedy, Drama, Romance",2017,7.3,"FR, MC"
My Happy Family,movie,Drama,2017,7.4,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
The Mystery of Green Hill,movie,Family,2017,6.5,"BA, BG, HR, ME, MK, RS, SI"
Risky Drinking,movie,Documentary,2016,6.6,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Luis and the Aliens,movie,"Adventure, Animation, Comedy",2018,6.0,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Peter Pan Goes Wrong,movie,Comedy,2016,8.5,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
A Prominent Patient,movie,"Biography, Drama, History",2016,6.7,"CZ, SK"
In and Out,movie,"Comedy, Fantasy",2017,5.4,"FR, MC"
Across the Waters,movie,"Drama, History, War",2016,6.2,"DK, FI, NO, SE"
Muxes,movie,"Documentary, Short",2016,6.7,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
7 Days in Entebbe,movie,"Action, Drama, History",2018,5.9,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
The King,movie,"Action, Crime, Drama",2017,6.8,"ID, MY, PH, SG, TH"
Perfect Strangers,movie,"Comedy, Drama",2017,6.9,"AD, ES"
Possessor,movie,"Horror, Mystery, Sci-Fi",2020,6.5,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Lu Over the Wall,movie,"Adventure, Animation, Comedy",2017,6.8,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
The Suicide Squad,movie,"Action, Adventure, Comedy",2021,7.2,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
The Mimic,movie,"Horror, Mystery, Thriller",2017,5.6,"HK, TH"
Uno al año no hace daño 2,movie,Comedy,2015,3.8,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
A Dash of Love,movie,"Comedy, Romance",2017,6.6,SE
Green Horse Rustlers,movie,Drama,2016,5.6,"CZ, SK"
"52Hz, I Love You",movie,"Comedy, Musical, Romance",2017,6.2,"ID, MY, PH, SG, TH"
Becoming Warren Buffett,movie,"Biography, Documentary",2017,7.5,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Minions: The Rise of Gru,movie,"Adventure, Animation, Comedy",2022,6.5,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
A Bad Idea Gone Wrong,movie,Comedy,2017,5.8,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Mommy Dead and Dearest,movie,"Crime, Documentary",2017,7.3,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
The Ballad of Lefty Brown,movie,"Action, Drama, Western",2017,6.3,US
Meth Storm,movie,Documentary,2017,6.6,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
Dune: Part One,movie,"Action, Adventure, Drama",2021,8.0,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Cold Pursuit,movie,"Action, Comedy, Crime",2019,6.2,"AD, DK, ES, FI, NO, SE"
Dragged Across Concrete,movie,"Action, Crime, Drama",2018,6.9,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
The Prison,movie,"Action, Crime",2017,6.5,"ID, MY, SG, TH"
The Nun,movie,"Horror, Mystery, Thriller",2018,5.4,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
Happy Death Day,movie,"Comedy, Horror, Mystery",2017,6.6,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Cold War,movie,"Drama, Music, Romance",2018,7.5,"AD, ES, PT"
The Summit,movie,"Drama, Mystery, Thriller",2017,6.0,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Little Harbour,movie,"Drama, Family",2017,6.5,"CZ, SK"
The Distances,movie,Drama,2018,6.1,"AD, ES"
One-Line,movie,"Crime, Drama",2017,5.9,"HK, ID, PH, TH"
The Sissy Duckling,movie,"Animation, Family",1999,5.5,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
Usted No Sabe Quien Soy Yo 2,movie,"Comedy, Drama",2017,4.8,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Altitude,movie,"Action, Crime, Thriller",2017,3.9,US
The Jetsons & WWE: Robo-WrestleMania!,movie,"Animation, Comedy, Family",2017,5.6,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Rock and a Hard Place,movie,Documentary,2017,7.3,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
The Bookshop,movie,Drama,2017,6.5,"AD, ES"
Cutting Edge,movie,Drama,2006,4.5,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Clínica de Migrantes: Life, Liberty, and the Pursuit of Happiness",movie,"Documentary, Short",2016,7.3,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
My Friend Dahmer,movie,"Biography, Drama, Horror",2017,6.2,"DK, FI, NO, SE"
Xiara's Song,movie,Documentary,2005,5.6,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
Game Night,movie,"Action, Adventure, Comedy",2018,6.9,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Baltimore Rising,movie,Documentary,2017,6.4,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Life Itself,movie,"Drama, Romance",2018,6.9,"AD, ES"
All the Money in the World,movie,"Crime, Drama, History",2017,6.8,"DK, FI, NO, SE"
Smallfoot,movie,"Adventure, Animation, Comedy",2018,6.6,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
Adrift,movie,"Adventure, Drama, Thriller",2017,4.5,PT
Skyscraper,movie,"Action, Adventure, Thriller",2018,5.8,"BE, FR, MC"
Kickboxer: Retaliation,movie,"Action, Drama",2018,5.0,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
In a Relationship,movie,"Comedy, Drama",2018,5.5,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
I Am Evidence,movie,Documentary,2017,7.6,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Den of Thieves,movie,"Action, Crime, Drama",2018,7.0,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, US, UY, VE"
Triple Threat,movie,"Action, Thriller",2019,5.6,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
The Frog Kingdom 2: Sub-Zero Mission,movie,Animation,2016,5.8,BR
Glass,movie,"Drama, Horror, Sci-Fi",2019,6.6,"DK, FI, NO, SE"
Bad Investigate,movie,"Action, Comedy, Crime",2018,6.4,PT
I Think We're Alone Now,movie,"Drama, Mystery, Sci-Fi",2018,5.7,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
What They Had,movie,Drama,2018,6.7,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Daddy Cool,movie,Comedy,2017,5.7,"FR, MC"
Warning: This Drug May Kill You,movie,Documentary,2017,7.2,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
The Adventurers,movie,"Action, Adventure, Crime",2017,5.6,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Deliver Them from Evil: The Taking of Alta View,movie,Thriller,1992,5.5,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Tad, the Lost Explorer, and the Secret of King Midas",movie,"Adventure, Animation, Comedy",2017,6.2,"DK, FI, NO, SE"
The Big Bad Fox and Other Tales,movie,"Adventure, Animation, Comedy",2017,7.4,"FR, MC"
The 15:17 to Paris,movie,"Biography, Drama, Thriller",2018,5.3,"BE, FR, MC"
Ice Mother,movie,"Comedy, Drama, Romance",2017,6.8,"CZ, SK"
The Rider,movie,"Drama, Western",2017,7.4,US
Gemini Man,movie,"Action, Sci-Fi, Thriller",2019,5.7,"AD, DK, ES, FI, NO, SE"
Benedetta,movie,"Biography, Drama, Romance",2021,6.7,"DK, FI, SE"
Zombillenium,movie,"Animation, Comedy, Family",2017,6.3,"FR, MC"
Anthem of a Teenage Prophet,movie,"Drama, Fantasy, Mystery",2018,5.4,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Black Water,movie,"Action, Drama, Thriller",2018,4.7,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
The Angry Birds Movie 2,movie,"Action, Adventure, Animation",2019,6.4,"HK, ID, MY, PH, SG, TH, TW"
Colette,movie,"Biography, Drama, History",2018,6.7,"CZ, SK"
Crazy Rich Asians,movie,"Comedy, Drama, Romance",2018,6.9,"DK, FI, HK, ID, MY, NO, PH, SE, SG, TH, TW"
Tom and Jerry: Willy Wonka and the Chocolate Factory,movie,"Adventure, Animation, Comedy",2017,4.9,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
Knights of the Zodiac,movie,"Action, Adventure, Drama",2023,4.4,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Broken Child,movie,Documentary,2000,7.1,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PH, PL, PY, RO, RS, SE, SG, SI, SK, SV, TC, TT, UY, VE"
Tag,movie,"Action, Comedy",2018,6.5,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Champions,movie,"Comedy, Drama, Family",2018,7.2,PT
Mary Queen of Scots,movie,"Biography, Drama, History",2018,6.3,"HK, ID, MY, PH, SG, TH, TW"
Guns Akimbo,movie,"Action, Comedy, Crime",2019,6.3,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Slaughterhouse Rulez,movie,"Action, Comedy, Fantasy",2018,5.3,"FR, MC"
John Wick: Chapter 3 - Parabellum,movie,"Action, Crime, Thriller",2019,7.4,"DK, FI, NO, PT, SE"
"Remi, Nobody's Boy",movie,"Adventure, Drama, Family",2018,7.1,"FR, MC"
Vivarium,movie,"Horror, Mystery, Sci-Fi",2019,5.9,"AD, ES"
"Juliet, Naked",movie,"Comedy, Drama, Music",2018,6.6,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
Mamma Mia! Here We Go Again,movie,"Comedy, Musical, Romance",2018,6.6,"BE, FR, MC"
Monster Hunter,movie,"Action, Adventure, Fantasy",2020,5.2,"BE, FR, MC"
Us,movie,"Horror, Mystery, Thriller",2019,6.8,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Never-Ending Man: Hayao Miyazaki,movie,"Biography, Documentary",2016,6.8,US
The Perfect Bride,movie,"Comedy, Romance",2017,6.5,SE
Agnelli,movie,Documentary,2017,7.5,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
Truth or Dare,movie,"Horror, Mystery, Thriller",2018,5.2,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Lego DC Super Hero Girls: Brain Drain,movie,"Action, Adventure, Animation",2017,5.1,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Do It Like An Hombre,movie,Comedy,2017,5.6,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Mortal Kombat,movie,"Action, Adventure, Fantasy",2021,6.0,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
That Good Night,movie,Drama,2017,6.6,PT
Lego Scooby-Doo! Blowout Beach Bash,movie,"Adventure, Animation, Comedy",2017,5.6,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
100% Coco,movie,Drama,2017,5.1,NL
Max Steel Team Turbo: Fusion Tek,movie,"Action, Adventure, Animation",2016,7.0,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Dead Reckoning,movie,Thriller,2020,3.8,PL
Wonder Woman 1984,movie,"Action, Adventure, Fantasy",2020,5.4,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
The Words That Built America,movie,Documentary,2017,5.9,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
Batman vs. Two-Face,movie,"Action, Animation, Comedy",2017,6.2,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
The Informer,movie,"Action, Crime, Drama",2019,6.6,"DK, FI, NO, SE"
Impromptu,movie,"Documentary, Animation",2017,,HU
The Rhythm Section,movie,"Action, Drama, Mystery",2020,5.4,"DK, FI, NO, SE"
Spielberg,movie,"Biography, Documentary",2017,7.7,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Little Crusader,movie,"Drama, History",2017,5.6,"CZ, SK"
Eighty Letters,movie,"Drama, Family",2011,6.6,"CZ, SK"
Unsane,movie,"Drama, Horror, Mystery",2018,6.4,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
How to Break Up with Your Douchebag,movie,Comedy,2017,5.1,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
In the Heights,movie,"Drama, Musical, Romance",2021,7.3,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
The Professor,movie,"Comedy, Drama",2018,6.7,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Pure Country Pure Heart,movie,"Drama, Music",2017,6.3,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Tueurs,movie,"Crime, Drama, Thriller",2017,6.1,"FR, MC"
Pilgrimage,movie,"Adventure, Drama",2017,5.6,PT
Al Berto,movie,Drama,2017,5.8,PT
Batman: Gotham by Gaslight,movie,"Action, Adventure, Animation",2018,6.7,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Montana,movie,"Drama, Western",1990,4.8,"AD, BA, BG, CZ, DK, ES, FI, HK, HR, HU, ID, MD, ME, MK, MY, NO, PH, PL, RO, RS, SE, SG, SI, SK, TH, TW"
One Year in a Life of Crime,movie,"Crime, Documentary",1989,7.6,US
Mariphasa,movie,Drama,2017,5.0,PT
Barefoot,movie,"Comedy, Drama",2017,6.7,"CZ, SK"
The Final Year,movie,Documentary,2017,6.6,US
The Goldfinch,movie,"Crime, Drama, Mystery",2019,6.4,"DK, FI, NO, PT, SE"
The Souvenir,movie,"Drama, Romance",2019,6.4,US
Traffik,movie,"Action, Thriller",2018,5.9,US
Arthur Miller: Writer,movie,"Biography, Documentary",2017,7.3,"AD, BA, BG, CZ, ES, HK, HR, HU, ID, MD, ME, MK, MY, PH, PL, PT, RO, RS, SG, SI, SK, TH, TW, US"
Teen Titans GO! To the Movies,movie,"Action, Adventure, Animation",2018,6.7,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
All I Want for Christmas Is You,movie,"Animation, Comedy, Family",2017,5.4,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Different Worlds: A Story of Interracial Love,movie,"Adventure, Comedy, Drama",1992,7.1,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
The Sweetest Christmas,movie,"Comedy, Drama, Romance",2017,6.3,"NO, SE"
Christmas in the Air,movie,"Comedy, Romance",2017,6.2,DK
The Christmas Train,movie,"Drama, Romance",2017,6.4,"NO, SE"
Christmas Connection,movie,"Comedy, Drama, Family",2017,6.4,"NO, SE"
In Fabric,movie,"Comedy, Drama, Fantasy",2018,6.2,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Troll: The Tale of a Tail,movie,"Adventure, Animation, Family",2018,5.0,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Switched for Christmas,movie,"Drama, Romance",2017,6.6,"NO, SE"
Maquia: When the Promised Flower Blooms,movie,"Adventure, Animation, Drama",2018,7.4,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Backstabbing for Beginners,movie,"Drama, History, Mystery",2018,6.3,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
The Painted Bird,movie,"Drama, Horror, Thriller",2019,7.3,"CZ, SK"
Perfect Health,movie,"Drama, Thriller",2017,5.1,"MD, RO"
The Emperor of Paris,movie,"Adventure, Crime, History",2018,6.3,"CZ, SK"
The Newspaperman: The Life and Times of Ben Bradlee,movie,Documentary,2017,7.3,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
Men in Black: International,movie,"Action, Adventure, Comedy",2019,5.6,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, RO, RS, SI, SK"
Atomic Homefront,movie,Documentary,2017,7.4,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
One More Chance,movie,"Comedy, Drama",2005,5.6,"ID, MY, PH, SG, TH"
Escape Plan: The Extractors,movie,"Action, Crime, Thriller",2019,4.4,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
The Curse of La Llorona,movie,"Horror, Mystery, Thriller",2019,5.3,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
Dreamland,movie,"Drama, Thriller, Western",2019,5.9,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
The Anniversary,movie,Drama,2017,6.8,"MD, RO"
