title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Lala Pipo: A Lot of People",movie,"Comedy, Drama",2009,tt1306985,5.7,289,JP
"Instant Swamp",movie,Comedy,2009,tt1414827,6.8,721,JP
"Pokémon: Arceus and the Jewel of Life",movie,"Action, Adventure, Animation",2009,tt1468843,6.2,3039,US
"Dragon Ball Z: The World's Strongest",movie,"Action, Adventure, Animation",1990,tt0142240,6.6,7650,JP
"Dragon Ball Z: The Tree of Might",movie,"Action, Adventure, Animation",1990,tt0142233,6.7,8950,JP
"Dragon Ball Z: Lord Slug",movie,"Action, Animation, Fantasy",1991,tt0142244,6.5,6927,JP
"Dragon Ball Z: The Return of Cooler",movie,"Action, Animation, Fantasy",1992,tt0142237,6.9,8864,JP
"Dragon Ball Z: Super Android 13!",movie,"Action, Animation, Sci-Fi",1992,tt0142241,7,8255,JP
"Dragon Ball Z: Bojack Unbound",movie,"Action, Animation, Fantasy",1993,tt0142238,7.1,7404,JP
"Dragon Ball Z: Bio-Broly",movie,"Action, Animation, Sci-Fi",1994,tt0142234,5.8,6118,JP
"Dragon Ball Z: Fusion Reborn",movie,"Action, Animation, Sci-Fi",1995,tt0142236,7.6,12680,JP
"Dragon Ball Z: Wrath of the Dragon",movie,"Action, Animation, Sci-Fi",1995,tt0142243,7.4,10092,JP
"20th Century Boys 3: Redemption",movie,"Adventure, Fantasy",2009,tt1181919,6.5,1293,JP
"Dragon Ball: Curse of the Blood Rubies",movie,"Action, Adventure, Animation",1986,tt0142251,6.7,3787,JP
"Dragon Ball: Sleeping Princess in Devil's Castle",movie,"Action, Adventure, Animation",1987,tt0142249,6.5,3050,JP
"Dragon Ball: The Path to Power",movie,"Action, Adventure, Animation",1996,tt0142250,7.2,2996,JP
Somewhere,movie,"Comedy, Drama, Romance",2010,tt1421051,6.3,47454,JP
"Heaven's Door",movie,Drama,2009,tt1173947,6.4,270,JP
"Female Prisoner Scorpion: Jailhouse 41",movie,"Crime, Drama, Thriller",1972,tt0226874,7.1,3517,JP
"Iron Fisted Monk",movie,"Action, Drama",1977,tt0076659,6.6,1086,JP
Knockabout,movie,"Action, Comedy, Drama",1979,tt0080166,7.2,1629,JP
"Super Troopers",movie,"Comedy, Crime, Mystery",2001,tt0247745,7,115084,US
"Tokyo Tower: Mom and Me, and Sometimes Dad",movie,Drama,2007,tt0820158,7.4,1072,JP
"Burst City",movie,"Action, Drama, Music",1982,tt0083609,6,955,JP
Drop,movie,Comedy,2009,tt1237958,6.4,359,JP
"The Fure Fure Girl",movie,"Comedy, Family, Sport",2008,tt1260937,5.3,123,JP
Harmony,movie,Drama,2010,tt1588356,7.5,890,JP
Siege,movie,"Crime, Drama, Thriller",1983,tt0086276,6.6,1389,JP
"A Millionaire's First Love",movie,"Drama, Romance",2006,tt0757157,7.2,5462,JP
"Miracle on 1st Street",movie,"Comedy, Romance, Sport",2007,tt0983991,6.4,466,JP
"Heavenly Forest",movie,"Drama, Romance",2006,tt0872022,7.4,3649,JP
"Cop or Hood",movie,"Action, Comedy, Crime",1979,tt0077563,6.5,3225,JP
"Crying Fist",movie,"Action, Drama, Sport",2005,tt0457007,7.2,3172,JP
Aenigma,movie,"Horror, Mystery, Romance",1987,tt0092516,5.1,3509,JP
"I Give My First Love to You",movie,"Drama, Romance",2009,tt1401656,7.1,2889,JP
"Alligator II: The Mutation",movie,"Horror, Sci-Fi",1991,tt0101309,4,3410,JP
"The Street Fighter",movie,"Action, Crime, Thriller",1974,tt0073756,6.9,5843,JP
"Return of the Street Fighter",movie,"Action, Crime, Drama",1974,tt0073623,6.3,2375,JP
"The Street Fighter's Last Revenge",movie,"Action, Crime, Drama",1974,tt0073755,6,1546,JP
"Shaolin Wooden Men",movie,Action,1976,tt0075201,6.3,2973,JP
"Heroes of the East",movie,"Action, Comedy",1978,tt0080172,7.5,2811,JP
"Always: Sunset on Third Street 2",movie,"Comedy, Drama, Family",2007,tt0953981,7.5,1147,JP
"The Illusionist",movie,"Animation, Drama, Fantasy",2010,tt0775489,7.4,36915,JP
"Spirits of the Dead",movie,"Drama, Horror, Mystery",1968,tt0063715,6.4,7269,JP
"Step Up 3D",movie,"Drama, Music, Romance",2010,tt1193631,6.2,60991,US
"Peppermint Candy",movie,Drama,1999,tt0247613,7.6,11366,JP
"Africa: Blood and Guts",movie,"Documentary, Horror",1966,tt0060073,7,1956,JP
"Assault Girls",movie,"Action, Sci-Fi",2009,tt1478800,3.8,1350,JP
"Tetsuo: The Iron Man",movie,"Horror, Sci-Fi",1989,tt0096251,6.9,27086,JP
"Next Stop Wonderland",movie,"Comedy, Drama, Romance",1998,tt0119778,6.6,5202,JP
"Tokyo Fist",movie,"Action, Drama, Horror",1995,tt0114690,7,4222,JP
"Heaven and Earth",movie,"Action, Adventure, Drama",1990,tt0099753,6.8,1169,JP
Rikyu,movie,"Biography, Drama, History",1989,tt0098204,7.1,861,JP
"The Great Yokai War",movie,"Adventure, Family, Fantasy",2005,tt0425661,6.4,2746,JP
"Project A-Ko",movie,"Action, Adventure, Animation",1986,tt0091794,6.8,1535,JP
"MacArthur's Children",movie,"Comedy, Drama, War",1984,tt0088093,6.9,224,JP
"City on Fire",movie,"Action, Crime, Drama",1987,tt0093435,7,7507,JP
"Arcadia of My Youth",movie,"Action, Adventure, Animation",1982,tt0084881,7,1074,JP
"Why Not?",movie,"Drama, History",1981,tt0082313,6.8,707,JP
"Vengeance Is Mine",movie,"Crime, Drama",1979,tt0079182,7.7,7531,JP
"Kevin Hart: Seriously Funny",movie,"Comedy, Documentary",2010,tt1714196,7.5,5952,US
"The Classic",movie,"Drama, Romance",2003,tt0348568,7.7,10436,JP
Goliathon,movie,"Action, Adventure, Horror",1977,tt0076164,5.4,2262,JP
"Inuyasha the Movie: Affections Touching Across Time",movie,"Action, Adventure, Animation",2001,tt0322645,7.2,2904,JP
"Goke, Body Snatcher from Hell",movie,"Horror, Sci-Fi",1968,tt0063206,6.1,2064,JP
Skyline,movie,"Action, Sci-Fi, Thriller",2010,tt1564585,4.5,92970,"JP, US"
"Elvira Madigan",movie,"Biography, Drama, Romance",1967,tt0061620,7,3332,JP
"The X from Outer Space",movie,"Horror, Sci-Fi",1967,tt0062411,4.9,1571,JP
"Violence at Noon",movie,"Crime, Drama",1966,tt0060486,7,1234,JP
Bo,movie,Drama,2010,tt1511329,6.1,1365,JP
"Tokyo Boy",movie,"Mystery, Romance",2008,tt1179301,6.1,226,JP
Hormones,movie,Comedy,2008,tt1208717,7,1039,JP
"Twenty-Four Eyes",movie,Drama,1954,tt0047281,8,3025,JP
"The Wind Will Carry Us",movie,Drama,1999,tt0209463,7.4,12844,JP
Partir,movie,"Crime, Drama, Romance",2009,tt1315962,6.3,4606,JP
"The Water Margin",movie,"Action, Drama",1972,tt0069265,6.5,874,JP
"Nightmare Detective",movie,"Crime, Horror, Mystery",2006,tt0852726,6,2840,JP
"Go! Anpanman: Ruby's Wish",movie,"Adventure, Animation, Family",2003,,,,JP
Monsters,movie,"Adventure, Drama, Romance",2010,tt1470827,6.3,99106,JP
"The Resurrection of the Golden Wolf",movie,"Action, Crime, Drama",1979,tt0080159,6.6,308,JP
"The Beast to Die",movie,"Action, Crime, Drama",1980,tt0314913,6.7,323,JP
"Urusei Yatsura 2: Beautiful Dreamer",movie,"Adventure, Animation, Comedy",1984,tt0088334,7.4,2298,JP
Vagabond,movie,Drama,1985,tt0089960,7.6,14461,JP
"Ultraman Cosmos vs. Ultraman Justice: The Final Battle",movie,"Action, Adventure, Sci-Fi",2003,tt2243192,7.2,113,JP
"Dragon Ball Z: Broly - Second Coming",movie,"Action, Adventure, Animation",1994,tt0142239,6.5,6493,JP
Frozen,movie,"Adventure, Thriller",2010,tt1323045,6.2,83270,JP
Trauma,movie,"Horror, Mystery, Thriller",1993,tt0104053,5.8,8342,JP
Malicious,movie,"Comedy, Drama, Romance",1973,tt0070358,6.3,3706,JP
"Maiko haaaan!!!",movie,Comedy,2007,tt0907652,6.3,607,JP
"Forever Enthralled",movie,"Biography, Drama, History",2008,tt0851532,6.7,1643,JP
"The Grandmaster",movie,"Action, Biography, Drama",2013,tt1462900,6.6,37392,JP
"Green Lantern",movie,"Action, Adventure, Sci-Fi",2011,tt1133985,5.5,301036,JP
13,movie,"Crime, Drama, Thriller",2010,tt0798817,6,44613,JP
T.R.Y.,movie,"Action, Comedy",2003,tt0328500,5.2,82,JP
Super,movie,"Action, Comedy, Crime",2010,tt1512235,6.7,84825,JP
"The King's Speech",movie,"Biography, Drama, History",2010,tt1504320,8,717065,JP
"Presents: Aikagi",movie,Romance,2006,tt0923854,6.5,28,JP
"Rainbow Song",movie,"Drama, Romance",2006,tt0804513,7.3,1510,JP
"Ashura-jô no hitomi",movie,"Action, Fantasy",2005,tt0459744,5.8,765,JP
"City of Glass",movie,"Drama, History, Romance",1998,tt0179110,6.8,674,JP
"The Protector",movie,"Action, Crime, Thriller",1985,tt0089847,5.7,5504,JP
"Worst by Chance",movie,"Drama, Romance",2003,tt0468750,6.6,117,JP
"Arch Angels",movie,"Adventure, Comedy, Fantasy",2006,tt0461612,5,228,JP
"Cool Dimension",movie,Action,2006,tt0940824,3.8,105,JP
"Sukeban deka",movie,"Action, Drama",1987,tt0188212,6.2,254,JP
"Sukeban deka: Kazama sanshimai no gyakushû",movie,Action,1988,tt0184925,5.5,127,JP
Naoko,movie,"Drama, Romance, Sport",2008,tt1177161,6.2,152,JP
Soranin,movie,Drama,2010,tt1415228,7,977,JP
"Tokyo Drifter",movie,"Action, Crime",1966,tt0061101,7.1,10020,JP
"Don't Look Down",movie,"Drama, Romance",2008,tt1233487,5.9,3417,JP
"Shaolin Temple",movie,"Action, Drama",1976,tt0075202,6.8,1436,JP
"Everybody's Fine",movie,Drama,1990,tt0100681,7.7,4614,JP
"The Story of the Last Chrysanthemum",movie,"Drama, Romance",1939,tt0032156,7.8,4562,JP
"United Red Army",movie,"Crime, Drama",2007,tt0923869,7.1,911,JP
Caterpillar,movie,"Drama, History, War",2010,tt1508290,6.7,1222,JP
"Dragon Fist",movie,"Action, Drama",1979,tt0079484,6.1,2854,JP
"The Ring Finger",movie,Drama,2005,tt0411117,6.1,1289,JP
Inseminoid,movie,"Horror, Sci-Fi",1981,tt0084090,4,4560,JP
"The Warrior's Way",movie,"Action, Drama, Fantasy",2010,tt1032751,6.2,27515,US
"Today We Kill, Tomorrow We Die!",movie,"Drama, Thriller, Western",1968,tt0063379,6.1,1786,JP
"Blue Valentine",movie,"Drama, Romance",2010,tt1120985,7.3,215919,JP
"Samurai Spy",movie,"Action, Drama",1965,tt0059303,7,1909,JP
"Sword of the Beast",movie,"Action, Drama",1965,tt0200768,7.5,3171,JP
"Through the Olive Trees",movie,Drama,1994,tt0111845,7.7,10575,JP
"Pokémon: Giratina and the Sky Warrior",movie,"Action, Adventure, Animation",2008,tt1160525,6,3039,US
"Sister Street Fighter",movie,"Action, Crime",1974,tt0073714,6.4,1669,JP
"The Prince of Tennis: Two Samurais, the First Game",movie,"Animation, Sport",2005,tt1107334,5.9,142,JP
"Once a Thief",movie,"Action, Comedy, Crime",1991,tt0101020,6.7,7525,JP
"Dorian Gray",movie,"Horror, Thriller",1970,tt0065656,5.8,1331,JP
"Legend of the Eight Samurai",movie,"Action, Adventure, Drama",1983,tt0086244,6.4,1358,JP
"Bullet Train",movie,"Action, Crime, Drama",1975,tt0080479,6.8,1833,JP
"Temptress Moon",movie,"Drama, Romance",1996,tt0116295,6.6,2067,JP
"The Trip to Bountiful",movie,Drama,1985,tt0090203,7.4,5531,JP
Poetry,movie,Drama,2010,tt1287878,7.8,13959,JP
"Hissatsu shikakenin",movie,"Action, Crime",1973,tt0070181,7,51,JP
"Elite Squad 2: The Enemy Within",movie,"Crime, Drama, Thriller",2010,tt1555149,8,88506,JP
"Independence Day: Resurgence",movie,"Action, Adventure, Sci-Fi",2016,tt1628841,5.2,192909,JP
"A Good Day to Die Hard",movie,"Action, Thriller",2013,tt1606378,5.2,218157,US
Unknown,movie,"Action, Mystery, Thriller",2011,tt1401152,6.8,271937,JP
"Tajomaru: Avenging Blade",movie,"Action, Crime, Drama",2009,tt1347008,5.2,349,JP
"Return of the One-Armed Swordsman",movie,"Action, Adventure",1969,tt0064265,7.2,1497,JP
"Return to the 36th Chamber",movie,"Action, Comedy",1980,tt0081494,6.9,4334,JP
"License to Live",movie,"Comedy, Drama",1998,tt0197730,6.9,623,JP
"Golgo 13: Assignment Kowloon",movie,"Action, Crime, Thriller",1977,tt0076281,6.3,642,JP
"Detective Dee: The Mystery of the Phantom Flame",movie,"Action, Adventure, Drama",2010,tt1123373,6.6,12051,JP
"Double Suicide: Japanese Summer",movie,"Crime, Drama",1967,tt0062009,6.7,918,JP
"The Dog of Flanders",movie,"Animation, Drama, Family",1997,tt0304072,7.7,766,JP
"Game of Death II",movie,"Action, Crime, Mystery",1980,tt0076709,5.1,3726,JP
"Night Catches Us",movie,"Drama, Romance",2010,tt0775543,6.2,1872,US
"The Way Back",movie,"Adventure, Drama, History",2010,tt1023114,7.3,123890,JP
Cosmopolis,movie,"Crime, Drama, Mystery",2012,tt1480656,5.1,50891,JP
Insidious,movie,"Horror, Mystery, Thriller",2010,tt1591095,6.8,348959,"JP, US"
"Killer Elite",movie,"Action, Thriller",2011,tt1448755,6.4,137201,JP
"The Bourne Legacy",movie,"Action, Adventure, Thriller",2012,tt1194173,6.6,320164,JP
Gravity,movie,"Drama, Sci-Fi, Thriller",2013,tt1454468,7.7,875756,JP
Moss,movie,"Crime, Drama, Mystery",2010,tt1694019,6.7,2591,JP
"Once Upon a Time in High School: The Spirit of Jeet Kune Do",movie,"Action, Drama, History",2004,tt0390205,7.4,2813,JP
"Quill: The Life of a Guide Dog",movie,Drama,2004,tt0400761,7.1,1794,JP
Sunflower,movie,"Action, Crime, Drama",2006,tt0923714,7.2,2566,JP
"Stress Positions",movie,Comedy,2024,tt30319533,4.9,553,US
Poolman,movie,"Comedy, Mystery",2023,tt18077924,4,2393,US
Emperor,movie,"Drama, History, War",2012,tt2103264,6.5,15169,JP
"When Evil Lurks",movie,Horror,2023,tt16300962,6.9,47877,US
Sing,movie,"Animation, Comedy, Family",2016,tt3470600,7.1,199344,JP
"Mr. Crocket",movie,Horror,2024,tt32916093,5.4,4007,US
"Kokumon Gate",movie,Mystery,2019,tt13174762,,,JP
"Late Night with the Devil",movie,Horror,2023,tt14966898,7,110185,US
"Transformers: Age of Extinction",movie,"Action, Adventure, Sci-Fi",2014,tt2109248,5.6,337754,JP
"Dinner in America",movie,"Comedy, Drama, Music",2020,tt9058654,7.5,11070,"JP, US"
"Kiss Cam!",movie,,2020,,,,JP
Genge,movie,Comedy,2014,tt3883996,,,JP
"Stolen Identity the Final Hacking Game",movie,"Mystery, Thriller, Crime",2024,tt33536422,,,JP
"See You Tomorrow, Everyone",movie,"Comedy, Drama",2013,tt2299471,7,335,JP
"About You I Don't Know",movie,"Romance, Drama",2022,,,,JP
"Captive State",movie,"Action, Horror, Sci-Fi",2019,tt5968394,6,59204,JP
"Woman of the Photographs",movie,"Drama, Romance",2020,tt13129114,6,235,JP
"The Hardness of Avocado",movie,"Comedy, Romance",2019,tt9800110,3.5,37,JP
"Rare Objects",movie,Drama,2023,tt15836468,5.3,581,US
"Momi's House",movie,Family,2020,tt10086754,,,JP
"Her Sketchbook",movie,"Drama, Romance",2017,tt6323858,6.4,188,JP
"Jack Reacher",movie,"Action, Thriller",2012,tt0790724,7,375155,JP
Abracadaver,movie,Comedy,2024,tt33525840,6.6,92,US
"Sicario: Day of the Soldado",movie,"Action, Crime, Drama",2018,tt5052474,7.1,175015,JP
Sicario,movie,"Action, Crime, Drama",2015,tt3397884,7.7,496703,JP
"House of Darkness",movie,"Comedy, Horror, Mystery",2022,tt18224610,4.7,5151,US
"La La Land",movie,"Comedy, Drama, Music",2016,tt3783958,8,703878,JP
"29 + 1",movie,"Comedy, Drama, Fantasy",2017,tt6095004,6.7,597,JP
"Ip Man: Kung Fu Master",movie,Action,2019,tt12567246,4.6,1269,JP
"Murder on the Orient Express",movie,"Crime, Drama, Mystery",2017,tt3402236,6.5,306470,JP
"The Founder",movie,"Biography, Drama",2016,tt4276820,7.2,187151,JP
Midway,movie,"Action, Drama, History",2019,tt6924650,6.7,98438,JP
"The Guest",movie,"Action, Mystery, Thriller",2014,tt2980592,6.7,110424,JP
Revolt,movie,"Action, Sci-Fi",2017,tt3722614,5.3,10471,JP
"Status Update",movie,"Comedy, Fantasy, Romance",2018,tt5692390,5.8,6645,JP
Marshland,movie,"Crime, Mystery, Thriller",2014,tt3253930,7.2,37259,JP
"Portrait of a Lady on Fire",movie,"Drama, Romance",2019,tt8613070,8.1,115709,US
Dual,movie,"Comedy, Drama, Sci-Fi",2022,tt9005184,5.8,13696,JP
Sting,movie,"Horror, Sci-Fi, Thriller",2024,tt20112746,5.7,14423,US
Joker,movie,"Crime, Drama, Thriller",2019,tt7286456,8.3,1575724,JP
"The Corrupt",movie,Action,2008,,,,JP
"John Wick",movie,"Action, Crime, Thriller",2014,tt2911666,7.4,765820,"JP, US"
"All Fun and Games",movie,"Horror, Thriller",2023,tt10092698,4.3,3528,US
"I Can Only Imagine",movie,"Biography, Drama, Family",2018,tt6450186,7.3,19162,JP
"Miss Sloane",movie,Drama,2016,tt4540710,7.5,85103,JP
Tonbi,movie,"Drama, Family",2022,tt19632774,6.4,135,JP
"Rio 2",movie,"Adventure, Animation, Comedy",2014,tt2357291,6.3,104355,US
"Breathe without Water",movie,,2024,,,,JP
"Sonic the Hedgehog",movie,"Action, Adventure, Comedy",2020,tt3794354,6.5,171882,JP
Unplugging,movie,"Comedy, Romance",2022,tt10314040,4.4,1120,US
"Who You Think I Am",movie,"Drama, Romance",2019,tt7552686,6.8,7881,JP
"Hungry Hearts",movie,"Drama, Romance, Thriller",2014,tt3344922,6.5,6056,JP
"Love & Pop",movie,Drama,1998,tt0168972,7.4,2062,JP
Suncoast,movie,Drama,2024,tt13650742,6.7,6838,US
"The Return of Tanya Tucker: Featuring Brandi Carlile",movie,Documentary,2022,tt17640752,7.3,285,US
"Los Bando",movie,"Adventure, Comedy, Family",2018,tt6696124,6.5,451,JP
"Up to His Ears",movie,"Action, Adventure, Comedy",1965,tt0059831,6.3,2467,JP
"Cut Bank",movie,"Crime, Drama, Mystery",2014,tt1661820,6.1,14229,JP
"Pacific Rim",movie,"Action, Adventure, Sci-Fi",2013,tt1663662,6.9,541001,"JP, US"
"Prisoner's Daughter",movie,Drama,2022,tt4671326,6.4,3097,US
"Ryuichi Sakamoto: Coda",movie,"Documentary, Music",2017,tt6578572,7.6,2113,JP
"Lady Macbeth",movie,"Drama, Romance",2016,tt4291600,6.8,28288,JP
Tenet,movie,"Action, Sci-Fi, Thriller",2020,tt6723592,7.3,617457,JP
"Wind River",movie,"Crime, Drama, Mystery",2017,tt5362988,7.7,291081,JP
"A Christmas Switch",movie,"Comedy, Drama, Family",2018,tt9154566,6,1295,US
"Katak: The Brave Beluga",movie,"Adventure, Animation, Comedy",2023,tt13952306,6,515,US
"Hold Your Breath",movie,"Drama, Horror, Thriller",2024,tt12573480,5.3,7592,US
Non-Fiction,movie,"Comedy, Drama, Romance",2018,tt7250056,6.4,5940,JP
"The Big Short",movie,"Biography, Comedy, Drama",2015,tt1596363,7.8,501495,JP
"Poor Things",movie,"Comedy, Drama, Romance",2023,tt14230458,7.8,320931,US
"Gauguin: Voyage to Tahiti",movie,"Biography, Drama, Romance",2017,tt6330052,6,2459,JP
"100% Wolf",movie,"Adventure, Animation, Comedy",2020,tt8774798,5.6,2587,US
"Beauty and the Beast",movie,"Drama, Family, Fantasy",2014,tt2316801,6.4,23127,JP
LBJ,movie,"Biography, Drama, History",2016,tt4778988,6.5,7979,JP
Sully,movie,"Biography, Drama",2016,tt3263904,7.4,307077,JP
Incarnate,movie,"Horror, Thriller",2016,tt3216348,5.3,14406,JP
Whiplash,movie,"Drama, Music",2014,tt2582802,8.5,1043847,JP
"Better Days",movie,"Crime, Drama, Romance",2019,tt9586294,7.6,14537,JP
"One Day",movie,"Drama, Romance",2011,tt1563738,7,172811,JP
"Journey to the West: Conquering the Demons",movie,"Action, Adventure, Comedy",2013,tt2017561,6.7,14389,JP
"Lakota Nation vs. United States",movie,"Documentary, History",2022,tt15468586,7.9,355,US
"Terrifier 2",movie,Horror,2022,tt10403420,6.1,68940,JP
"Ku! Kin-dza-dza",movie,"Animation, Comedy, Sci-Fi",2013,tt2659374,6,1037,JP
"The Retirement Plan",movie,"Action, Comedy, Crime",2023,tt14827638,5.1,8956,US
"Mothers' Instinct",movie,"Drama, Thriller",2024,tt13397574,6.3,17433,US
"Anatomy of a Fall",movie,"Crime, Drama, Thriller",2023,tt17009710,7.7,163442,US
X,movie,"Thriller, Horror",2024,,,,JP
"Table for Six",movie,"Comedy, Drama, Romance",2022,tt21187542,6.9,1295,JP
Dragonkeeper,movie,"Adventure, Animation, Fantasy",2024,tt7093904,5.7,1429,US
"The Birth of Kitaro: Mystery of GeGeGe",movie,"Action, Animation, Comedy",2023,tt16270512,7.2,452,JP
"Walking on Sunshine",movie,"Comedy, Drama, Musical",2014,tt2107861,5.4,6521,JP
"It Chapter Two",movie,"Drama, Fantasy, Horror",2019,tt7349950,6.5,317697,JP
Unhinged,movie,"Action, Thriller",2020,tt10059518,6,81340,JP
Fireheart,movie,"Adventure, Animation, Comedy",2022,tt8354218,6.2,3484,US
"Memories of the Sword",movie,"Action, Drama, History",2015,tt3054798,6.3,2584,JP
Her,movie,"Drama, Romance, Sci-Fi",2013,tt1798709,8,691440,JP
"I Feel Pretty",movie,"Comedy, Romance",2018,tt6791096,5.7,58279,"JP, US"
"The Present",movie,Comedy,2024,tt20255354,5.5,753,US
"Terra Willy",movie,"Adventure, Animation, Comedy",2019,tt8329148,6.6,2454,US
"Dallas Buyers Club",movie,"Biography, Drama",2013,tt0790636,7.9,529223,JP
Stockholm,movie,"Biography, Comedy, Crime",2018,tt6474040,6.1,15162,JP
"A Quiet Place",movie,"Drama, Horror, Sci-Fi",2018,tt6644200,7.5,618158,JP
"The Contract",movie,Comedy,1978,tt0077892,6.5,359,JP
Shaolin,movie,"Action, Drama",2011,tt1533749,6.8,20379,JP
Rampage,movie,"Action, Adventure, Sci-Fi",2018,tt2231461,6.1,191058,JP
"The Revenant",movie,"Action, Adventure, Drama",2015,tt1663202,8,898470,JP
Argo,movie,"Biography, Drama, History",2012,tt1024648,7.7,647992,JP
"Seven Psychopaths",movie,"Comedy, Crime",2012,tt1931533,7.1,278723,JP
"The Cursed",movie,"Fantasy, Horror, Mystery",2021,tt9907782,6.2,19267,US
"Ready Player One",movie,"Action, Adventure, Sci-Fi",2018,tt1677720,7.4,506604,JP
Criminal,movie,"Action, Sci-Fi, Thriller",2016,tt3014866,6.3,72485,JP
"The Student",movie,"Comedy, Romance",1988,tt0096523,5.8,2419,JP
"Three Nobunagas",movie,"Comedy, Drama, History",2019,tt10206204,4.6,31,JP
"Dolmen X",movie,"Comedy, Drama, Sci-Fi",2018,tt8523116,,,JP
"Gone Girl",movie,"Drama, Mystery, Thriller",2014,tt2267998,8.1,1102663,"JP, US"
"The Greatest Showman",movie,"Biography, Drama, Musical",2017,tt1485796,7.5,324846,US
"Sleeping Dogs",movie,"Crime, Mystery, Thriller",2024,tt8542964,6.1,18569,US
"Mission: Impossible - Rogue Nation",movie,"Action, Adventure, Thriller",2015,tt2381249,7.4,420339,JP
Wonder,movie,"Drama, Family",2017,tt2543472,7.9,185500,JP
Momentum,movie,"Action, Crime, Thriller",2015,tt3181776,5.5,17251,JP
"Red Right Hand",movie,"Action, Thriller",2024,tt19244260,5.4,5347,US
"Like for Likes",movie,"Comedy, Romance",2016,tt5358570,6.4,743,JP
"The Great Yokai War: Guardians",movie,"Adventure, Family, Fantasy",2021,tt13967368,5.5,159,JP
"Blue Giant",movie,"Animation, Drama, Music",2023,tt15737898,7.9,2639,JP
"One Less God",movie,"Drama, Thriller",2017,tt3418424,4.9,907,JP
"Tom & Jerry",movie,"Adventure, Animation, Comedy",2021,tt1361336,5.3,41082,JP
"One Million Yen Girl",movie,Drama,2008,tt1077094,7.2,1936,JP
"Brotherhood of Blades",movie,"Action, History",2014,tt4019426,6.6,3814,JP
"Savage Salvation",movie,"Action, Thriller",2022,tt13055982,4.8,3260,"JP, US"
"The Black Demon",movie,"Action, Drama, Horror",2023,tt10279472,3.7,10137,JP
Host,movie,"Horror, Mystery",2020,tt12749596,6.5,43353,JP
"Jujutsu Kaisen 0",movie,"Action, Animation, Fantasy",2021,tt14331144,7.8,45913,JP
Kanon,movie,Drama,2016,,,,JP
"Yourself and Yours",movie,"Comedy, Drama",2016,tt5907916,6.8,1614,JP
"Hotel by the River",movie,Drama,2018,tt8725958,6.7,1749,JP
"Tokyo Twilight",movie,Drama,1957,tt0051093,8.1,5221,JP
"The Flavor of Green Tea Over Rice",movie,Drama,1952,tt0044982,7.7,3910,JP
"An Autumn Afternoon",movie,Drama,1962,tt0056444,8,11163,JP
"Early Summer",movie,"Comedy, Drama, Romance",1951,tt0043313,8.1,9991,JP
"Siblings of the Cape",movie,Drama,2018,tt8585484,6.6,386,JP
"Smokin' on the Moon",movie,"Comedy, Drama",2017,tt5872258,5.7,26,JP
"The Assassin",movie,"Action, Drama, History",2015,tt3508840,6.3,18307,JP
"Mr. Vampire Part 3",movie,"Action, Comedy, Horror",1987,tt0093422,6.7,811,JP
"Mr. Vampire",movie,"Action, Comedy, Fantasy",1985,tt0089371,7.3,4859,JP
"World War Z",movie,"Action, Adventure, Horror",2013,tt0816711,7,743059,JP
"Hyena Road",movie,"Drama, War",2015,tt4034452,6.5,9380,JP
"Kinds of Kindness",movie,"Comedy, Drama, Horror",2024,tt22408160,6.5,52168,US
"Robot Dreams",movie,"Animation, Comedy, Drama",2023,tt13429870,7.6,18520,US
Charisma,movie,"Drama, Mystery",1999,tt0201517,6.8,2152,JP
"Ensemble Stars!! Road to Show!!",movie,Animation,2022,tt16220566,7.7,18,JP
Muzzle,movie,"Action, Crime, Thriller",2023,tt17663876,5.5,3976,US
"Live Stream",movie,Thriller,2023,tt27664078,4.9,115,JP
"The Wolf of Wall Street",movie,"Biography, Comedy, Crime",2013,tt0993846,8.2,1649410,JP
Hellraiser,movie,"Horror, Mystery, Thriller",2022,tt0887261,5.9,51390,US
Babes,movie,Comedy,2024,tt21276958,6.3,5520,US
"Cash Out",movie,Action,2024,tt24131288,4.8,2582,US
"Bill & Ted Face the Music",movie,"Adventure, Comedy, Music",2020,tt1086064,5.9,54261,JP
"From Miyamoto to You",movie,Romance,2019,tt9575164,6.9,620,JP
BlackBerry,movie,"Biography, Comedy, Drama",2023,tt21867434,7.3,53140,US
"Lux Æterna",movie,"Drama, Thriller",2019,tt10272534,6.2,7969,JP
Fly,movie,Documentary,2024,tt31189863,7.2,483,US
Terrifier,movie,"Horror, Thriller",2016,tt4281724,5.5,79037,JP
Drive,movie,"Action, Drama",2011,tt0780504,7.8,725431,JP
"Blue Lock: Episode Nagi",movie,"Animation, Drama, Sport",2024,tt28671146,6.6,2142,JP
"The Father",movie,"Drama, Mystery",2020,tt10272386,8.2,206220,JP
"Where the Crawdads Sing",movie,"Drama, Mystery, Romance",2022,tt9411972,7.2,141300,US
"The Accountant",movie,"Action, Crime, Drama",2016,tt2140479,7.3,334263,JP
Fresh,movie,"Horror, Thriller",2022,tt13403046,6.7,82023,US
"All of Us Strangers",movie,"Drama, Romance",2023,tt21192142,7.6,66220,US
"Legend of the Demon Cat",movie,"Adventure, Drama, Family",2017,tt6157626,6.2,3141,JP
"Love's Stoppage Time",movie,"Drama, Mystery, Romance",2019,tt9816134,5.8,95,JP
