title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Magic Mike",movie,"Comedy, Drama, Music",2012,tt1915581,6.1,149360,"FR, MC"
"Jack Reacher",movie,"Action, Thriller",2012,tt0790724,7,375065,"DK, FI, NO, SE"
Pixels,movie,"Action, Comedy, Fantasy",2015,tt2120120,5.6,166343,"BA, BG, HR, ME, MK, RS, SI"
"Sicario: Day of the Soldado",movie,"Action, Crime, Drama",2018,tt5052474,7.1,174935,"AD, ES"
"The Monuments Men",movie,"Comedy, Drama, War",2014,tt2177771,6.1,144547,"AD, ES, PT"
"Pee Nak 2",movie,"Comedy, Horror",2020,tt11906412,4.6,296,TH
"La La Land",movie,"Comedy, Drama, Music",2016,tt3783958,8,703494,"DK, FI, NO, PT, SE"
"Bridget Jones's Baby",movie,"Comedy, Drama, Romance",2016,tt1473832,6.4,84523,"FR, MC, NL, US"
"Doctor Sleep",movie,"Drama, Fantasy, Horror",2019,tt5606664,7.3,228368,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
"Murder on the Orient Express",movie,"Crime, Drama, Mystery",2017,tt3402236,6.5,306361,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"No Hard Feelings",movie,"Comedy, Romance",2023,tt15671028,6.4,184008,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NO, PL, RO, RS, SE, SI, SK"
"The Founder",movie,"Biography, Drama",2016,tt4276820,7.2,187064,"CZ, HU, MD, RO, SK"
"The Hustle",movie,"Comedy, Crime",2019,tt1298644,5.5,67603,"HK, ID, MY, PH, SG, TH, TW"
"Money Electric: The Bitcoin Mystery",movie,Documentary,2024,tt33600145,6.9,4434,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Agent Toby Barks",movie,"Adventure, Comedy, Family",2020,tt11014432,2.4,203,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Midway,movie,"Action, Drama, History",2019,tt6924650,6.7,98386,NL
"The Peasants",movie,"Animation, Drama, History",2023,tt10651230,7.6,7326,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Post",movie,"Biography, Drama, History",2017,tt6294822,7.2,165771,"DK, FI, NO, SE"
"Blind Date Book Club",movie,"Comedy, Romance",2024,tt30505839,6.6,1105,"DK, FI, NO, SE"
Scoob!,movie,"Adventure, Animation, Comedy",2020,tt3152592,5.6,31019,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
"Treasure Trackers",movie,"Adventure, Family",2024,tt21383098,6.1,118,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Portrait of a Lady on Fire",movie,"Drama, Romance",2019,tt8613070,8.1,115635,PL
Dual,movie,"Comedy, Drama, Sci-Fi",2022,tt9005184,5.8,13687,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
Joker,movie,"Crime, Drama, Thriller",2019,tt7286456,8.3,1574926,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Asterix: The Secret of the Magic Potion",movie,"Adventure, Animation, Comedy",2018,tt8001346,6.7,11850,"CZ, PT, SK"
"John Wick",movie,"Action, Crime, Thriller",2014,tt2911666,7.4,765505,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Minuscule 2: Mandibles from Far Away",movie,"Adventure, Animation, Comedy",2018,tt7296782,6.8,1860,"CZ, SK"
"Impractical Jokers: The Movie",movie,Comedy,2020,tt9208444,5.7,7469,US
"Birthright Outlaw",movie,"Drama, Western",2023,tt28078052,4.9,541,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Miss Sloane",movie,Drama,2016,tt4540710,7.5,85080,"CZ, PT, SK"
"Bones and All",movie,"Drama, Horror, Romance",2022,tt10168670,6.8,64426,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Breathe without Water",movie,,2024,,,,US
"The Lighthouse",movie,"Drama, Fantasy, Horror",2019,tt7984734,7.4,272258,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
"Sonic the Hedgehog",movie,"Action, Adventure, Comedy",2020,tt3794354,6.5,171559,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK"
Spycies,movie,"Action, Animation, Comedy",2020,tt8028842,5.5,1141,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Harry Potter 20th Anniversary: Return to Hogwarts",movie,"Documentary, Family",2022,tt16116174,8,48276,US
"Caddo Lake",movie,"Drama, Mystery, Thriller",2024,tt15552142,6.9,34196,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Once Upon a Time... in Hollywood",movie,"Comedy, Drama",2019,tt7131622,7.6,884864,"AD, ES, PT"
"A Difficult Year",movie,Comedy,2023,tt21352380,6,2731,"CZ, HU, MD, RO, SK"
"Angry Annie",movie,"Comedy, Drama",2022,tt14778456,6.9,781,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
IF,movie,"Animation, Comedy, Drama",2024,tt11152168,6.4,52849,"HK, ID, MY, PH, SG, TH, TW"
"The Last Letter from Your Lover",movie,"Drama, Romance",2021,tt1893273,6.7,23600,"DK, FI, NO, SE"
"The Report",movie,"Biography, Crime, Drama",2019,tt8236336,7.2,53274,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Dead Don't Die",movie,"Comedy, Fantasy, Horror",2019,tt8695030,5.5,92712,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Hello Again - A Wedding a Day",movie,"Comedy, Fantasy, Romance",2020,tt11576374,5.7,787,PL
Acid,movie,"Drama, Sci-Fi",2023,tt17569526,5.1,2434,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Hotel Sinestra",movie,Family,2022,tt17012768,6.2,395,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Abigail,movie,"Horror, Thriller",2024,tt27489557,6.6,85798,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Lady Bird",movie,"Comedy, Drama",2017,tt4925292,7.4,345596,"AG, AR, BA, BB, BG, BO, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Knight of Cups",movie,"Drama, Fantasy, Romance",2015,tt2101383,5.6,30197,"CZ, HU, MD, PL, RO, SK"
"Silver Haze",movie,Drama,2023,tt16311464,6.2,968,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Visitors",movie,"Documentary, Drama, Fantasy",2022,tt18746698,7.4,66,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Pacific Rim",movie,"Action, Adventure, Sci-Fi",2013,tt1663662,6.9,540921,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"I Don't Love You Anymore",movie,Drama,2023,tt28090412,6.1,84,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Prisoner's Daughter",movie,Drama,2022,tt4671326,6.4,3095,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Captain Underpants: The First Epic Movie",movie,"Action, Adventure, Animation",2017,tt2091256,6.2,33657,"AG, AR, BB, BE, BO, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Lady Macbeth",movie,"Drama, Romance",2016,tt4291600,6.8,28276,"DK, FI, NO, SE"
"Black Art: In the Absence of Light",movie,Documentary,2021,tt13937354,7.4,340,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Crimson Peak",movie,"Drama, Horror, Mystery",2015,tt2554274,6.5,161911,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Tenet,movie,"Action, Sci-Fi, Thriller",2020,tt6723592,7.3,617091,"AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
"Charakter: Athlete",movie,Documentary,2024,tt33022444,5.1,15,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Back to Black",movie,"Biography, Drama, Music",2024,tt21261712,6.3,23991,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Holdovers",movie,"Comedy, Drama",2023,tt14849194,7.9,187617,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Past Lives",movie,"Drama, Romance",2023,tt13238346,7.8,141677,"CZ, HU, MD, RO, SK"
"Captain Fantastic",movie,"Comedy, Drama",2016,tt3553976,7.8,241013,US
"Beauty and the Beast",movie,"Drama, Family, Fantasy",2014,tt2316801,6.4,23122,"FR, MC"
Amour,movie,Drama,2012,tt1602620,7.9,107411,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Black Adam",movie,"Action, Adventure, Fantasy",2022,tt6443346,6.2,286439,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"This Is Christmas",movie,"Comedy, Drama, Romance",2022,tt22302170,7,3720,"HK, ID, MY, PH, SG, TH, TW"
Tarot,movie,Horror,2024,tt14088510,4.8,28888,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
Sully,movie,"Biography, Drama",2016,tt3263904,7.4,306957,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
"Anyone But You",movie,"Comedy, Romance",2023,tt26047818,6.1,133218,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Ghostbusters: Frozen Empire",movie,"Adventure, Comedy, Fantasy",2024,tt21235248,6.1,88023,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Need for Speed",movie,"Action, Crime, Thriller",2014,tt2369135,6.4,181306,US
Whiplash,movie,"Drama, Music",2014,tt2582802,8.5,1043244,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Spider-Man: No Way Home",movie,"Action, Adventure, Fantasy",2021,tt10872600,8.2,926072,"AD, DK, ES, FI, NO, PT, SE"
"Sing 2",movie,"Adventure, Animation, Comedy",2021,tt6467266,7.3,93419,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"The King's Man",movie,"Action, Adventure, Thriller",2021,tt6856242,6.3,182929,"DK, FI, NO, SE"
"The Matrix Resurrections",movie,"Action, Sci-Fi",2021,tt10838180,5.6,289308,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"The Legend of the Christmas Witch 2: The Origins",movie,"Adventure, Comedy, Family",2021,tt13920702,4.7,169,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Survivor",movie,"Biography, Drama, History",2021,tt9242528,6.7,6583,"NL, US"
"Ice Age: Collision Course",movie,"Adventure, Animation, Comedy",2016,tt3416828,5.7,79023,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, PL, PT, RO, RS, SI, SK, US"
"A Shaun the Sheep Movie: Farmageddon",movie,"Adventure, Animation, Comedy",2019,tt6193408,6.8,16237,"CZ, FR, MC, SK"
"Shaun the Sheep Movie",movie,"Adventure, Animation, Comedy",2015,tt2872750,7.3,44588,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NO, PA, PE, PY, SE, SK, SV, TC, TT, UY, VE"
"The Killer",movie,"Action, Thriller",2024,tt1121948,5.7,10684,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Migration,movie,"Adventure, Animation, Comedy",2023,tt6495056,6.6,37708,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"The King Tide",movie,Thriller,2023,tt6632018,6.4,2383,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Truth vs. Alex Jones",movie,"Biography, Crime, Documentary",2024,tt31189901,7.5,2837,"BR, MX, US"
Ambulance,movie,"Action, Crime, Drama",2022,tt4998632,6.1,105710,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"The Batman",movie,"Action, Crime, Drama",2022,tt1877830,7.8,850291,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Memory,movie,Drama,2023,tt19864828,6.7,7995,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Creed,movie,"Action, Drama, Sport",2015,tt3076658,7.6,317603,"BA, BG, CZ, HK, HR, HU, ID, MD, ME, MK, MY, PH, PL, RO, RS, SG, SI, SK, TH, TW"
"Anatomy of a Fall",movie,"Crime, Drama, Thriller",2023,tt17009710,7.7,163116,"CZ, HU, MD, PL, RO, SK"
"As Above, So Below",movie,"Horror, Mystery, Thriller",2014,tt2870612,6.3,119662,"AG, AR, BB, BE, BO, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Inseparables",movie,"Adventure, Animation, Family",2023,tt20221460,5.8,621,"CZ, HU, MD, RO, SK"
X,movie,"Thriller, Horror",2024,,,,"BA, HR, MD, ME, MK, SI, SK, US"
"Pokémon: Detective Pikachu",movie,"Adventure, Comedy, Family",2019,tt5884052,6.5,188408,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
I.S.S.,movie,"Sci-Fi, Thriller",2023,tt13655120,5.3,11104,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Split,movie,"Horror, Thriller",2016,tt4972582,7.3,579585,"AG, AR, BB, BE, BO, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"It Chapter Two",movie,"Drama, Fantasy, Horror",2019,tt7349950,6.5,317573,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PY, SE, SG, SV, TC, TT, TW, US, UY, VE"
Unhinged,movie,"Action, Thriller",2020,tt10059518,6,81305,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The 355",movie,"Action, Thriller",2022,tt8356942,5.6,39862,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Fireheart,movie,"Adventure, Animation, Comedy",2022,tt8354218,6.2,3481,"DK, FI, NO, PT, SE"
"The Addams Family 2",movie,"Adventure, Animation, Comedy",2021,tt11125620,5.4,16348,US
"American Renegades",movie,"Action, Adventure, Crime",2017,tt4106376,5.5,11747,US
"Salem's Lot",movie,"Horror, Thriller",2024,tt10245072,5.6,30432,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Love Lies Bleeding",movie,"Action, Adventure, Crime",2024,tt19637052,6.6,50718,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Final Destination 5",movie,"Horror, Thriller",2011,tt1622979,5.9,129243,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"The Present",movie,Comedy,2024,tt20255354,5.5,745,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Terra Willy",movie,"Adventure, Animation, Comedy",2019,tt8329148,6.6,2453,"CZ, SK"
"The Wedding Year",movie,"Comedy, Romance",2019,tt8367184,5.6,3694,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"A Quiet Place",movie,"Drama, Horror, Sci-Fi",2018,tt6644200,7.5,617833,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK"
"A Quiet Place Part II",movie,"Drama, Horror, Sci-Fi",2020,tt8332922,7.2,296535,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Rampage,movie,"Action, Adventure, Sci-Fi",2018,tt2231461,6.1,191010,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
"The Revenant",movie,"Action, Adventure, Drama",2015,tt1663202,8,898231,US
Argo,movie,"Biography, Drama, History",2012,tt1024648,7.7,647898,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Godzilla x Kong: The New Empire",movie,"Action, Adventure, Fantasy",2024,tt14539740,6.1,114072,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Chappie,movie,"Action, Crime, Drama",2015,tt1823672,6.8,275236,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
High-Rise,movie,"Drama, Sci-Fi",2015,tt0462335,5.5,46082,US
"Ready Player One",movie,"Action, Adventure, Sci-Fi",2018,tt1677720,7.4,506368,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
Criminal,movie,"Action, Sci-Fi, Thriller",2016,tt3014866,6.3,72469,US
"Evil Dead Rise",movie,Horror,2023,tt13345606,6.5,151449,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Gabby Petito Story",movie,Drama,2022,tt20049600,5.4,824,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Conjuring",movie,"Horror, Mystery, Thriller",2013,tt1457767,7.5,575491,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
"The Bricklayer",movie,"Action, Thriller",2023,tt2016303,5.2,11964,"HK, ID, MY, PH, SG, TH, TW"
"The Greatest Showman",movie,"Biography, Drama, Musical",2017,tt1485796,7.5,324721,"DK, FI, NO"
"Sleeping Dogs",movie,"Crime, Mystery, Thriller",2024,tt8542964,6.1,18418,"BA, BG, CZ, HK, HR, HU, ID, MD, ME, MK, MY, PH, RO, RS, SG, SI, SK, TH, TW"
"Mission: Impossible - Rogue Nation",movie,"Action, Adventure, Thriller",2015,tt2381249,7.4,420252,"AD, DK, ES, FI, NO, PT"
"Mission: Impossible - Dead Reckoning Part One",movie,"Action, Adventure, Thriller",2023,tt9603212,7.7,272890,"HK, ID, MY, PH, SG, TH, TW"
"Too Old for Fairy Tales 2",movie,Family,2024,tt31739491,4.9,356,PL
"Miller's Girl",movie,"Comedy, Drama",2024,tt8310486,5.2,21214,"CZ, HU, MD, RO, SK"
"Red Right Hand",movie,"Action, Thriller",2024,tt19244260,5.4,5327,"CZ, SK"
"Johnny English Strikes Again",movie,"Action, Adventure, Comedy",2018,tt6921996,6.2,85954,"FR, MC"
"R.I.P.D. 2: Rise of the Damned",movie,"Action, Adventure, Comedy",2022,tt21094994,4.6,6025,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"LEGO DC Super Hero Girls: Super-villain High",movie,"Action, Adventure, Animation",2018,tt8050266,5.1,499,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Powerpuff Girls Movie",movie,"Action, Adventure, Animation",2002,tt0289408,6.5,11275,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Tom & Jerry",movie,"Adventure, Animation, Comedy",2021,tt1361336,5.3,41067,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
Host,movie,"Horror, Mystery",2020,tt12749596,6.5,43330,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Menu",movie,"Comedy, Horror, Thriller",2022,tt9764362,7.2,430836,"DK, FI, NO, RS, SE"
